Dwell (ms),Type I block,Type II block
0.625,,76.22851
0.625,,75.90101
0.625,,75.85204
0.625,,75.59786
0.625,,75.04568
0.625,,74.48313
0.625,,72.60997
0.625,,72.58588
0.625,,72.09148
0.625,,71.20469
0.625,,67.68242
0.625,,66.50752
0.625,,66.29025
0.625,,65.10824
0.625,,65.04437
0.625,,64.82564
0.625,,64.81006
0.625,,64.76623
0.625,,64.2779
0.625,,64.19006
0.625,,64.1815
0.625,,64.12759
0.625,,64.11014
0.625,,63.97083
0.625,,63.88162
0.625,,63.79009
0.625,,63.716
0.625,,63.64057
0.625,,63.63144
0.625,,63.60894
0.625,,63.55838
0.625,,63.50303
0.625,,63.49815
0.625,,63.4592
0.625,,63.4398
0.625,,63.36934
0.625,,63.34122
0.625,,63.31557
0.625,,63.30241
0.625,,63.2679
0.625,,63.2428
0.625,,63.16074
0.625,,63.14599
0.625,,63.1333
0.625,,63.12474
0.625,,63.10827
0.625,,63.06926
0.625,,63.01328
0.625,,62.97257
0.625,,62.95905
0.625,,62.79
0.625,,62.72529
0.625,,62.67114
0.625,,62.63377
0.625,,62.52634
0.625,,62.52611
0.625,,62.50173
0.625,,62.5003
0.625,,62.29376
0.625,,62.17621
0.625,,62.11868
0.625,,61.94798
0.625,,61.92747
0.625,,61.9266
0.625,,61.87294
0.625,,61.85436
0.625,,61.79115
0.625,,61.79018
0.625,,61.64817
0.625,,61.60174
0.625,,61.58205
0.625,,61.52042
0.625,,61.51901
0.625,,61.51502
0.625,,61.41969
0.625,,61.3961
0.625,,61.36447
0.625,,61.34343
0.625,,61.32577
0.625,,61.30573
0.625,,61.30399
0.625,,61.30357
0.625,,61.29163
0.625,,61.28058
0.625,,61.18331
0.625,,61.1236
0.625,,61.10869
0.625,,61.09347
0.625,,60.89912
0.625,,60.88562
0.625,,60.88387
0.625,,60.86159
0.625,,60.85076
0.625,,60.83119
0.625,,60.79354
0.625,,60.76634
0.625,,60.74674
0.625,,60.73863
0.625,,60.71089
0.625,,60.70006
0.625,,60.68666
0.625,,60.66508
0.625,,60.63667
0.625,,60.60656
0.625,,60.5829
0.625,,60.54024
0.625,,60.52644
0.625,,60.50248
0.625,,60.45124
0.625,,60.45014
0.625,,60.44128
0.625,,60.36931
0.625,,60.33446
0.625,,60.33309
0.625,,60.32825
0.625,,60.31508
0.625,,60.29917
0.625,,60.25802
0.625,,60.23977
0.625,,60.23287
0.625,,60.20297
0.625,,60.17113
0.625,,60.16407
0.625,,60.14924
0.625,,60.1441
0.625,,60.14051
0.625,,60.0949
0.625,,60.09233
0.625,,60.0609
0.625,,60.05873
0.625,,60.04377
0.625,,60.03943
0.625,,60.03699
0.625,,59.96336
0.625,,59.94438
0.625,,59.92955
0.625,,59.9161
0.625,,59.90991
0.625,,59.89226
0.625,,59.87177
0.625,,59.82788
0.625,,59.82071
0.625,,59.77547
0.625,,59.75926
0.625,,59.74062
0.625,,59.70737
0.625,,59.70253
0.625,,59.68605
0.625,,59.65539
0.625,,59.65176
0.625,,59.64883
0.625,,59.62121
0.625,,59.54482
0.625,,59.54305
0.625,,59.53827
0.625,,59.52473
0.625,,59.51072
0.625,,59.4944
0.625,,59.46454
0.625,,59.4459
0.625,,59.42521
0.625,,59.40884
0.625,,59.38972
0.625,,59.38283
0.625,,59.35365
0.625,,59.34535
0.625,,59.31127
0.625,,59.30893
0.625,,59.30417
0.625,,59.30224
0.625,,59.1942
0.625,,59.18446
0.625,,59.15636
0.625,,59.1335
0.625,,59.13022
0.625,,59.10602
0.625,,59.02884
0.625,,59.00668
0.625,,58.97214
0.625,,58.96586
0.625,,58.95441
0.625,,58.93925
0.625,,58.92777
0.625,,58.90136
0.625,,58.87042
0.625,,58.86908
0.625,,58.85812
0.625,,58.85574
0.625,,58.79164
0.625,,58.79049
0.625,,58.78558
0.625,,58.77107
0.625,,58.76645
0.625,,58.73654
0.625,,58.71949
0.625,,58.71636
0.625,,58.71361
0.625,,58.70735
0.625,,58.67899
0.625,,58.67483
0.625,,58.6708
0.625,,58.66874
0.625,,58.65656
0.625,,58.56183
0.625,,58.56142
0.625,,58.53428
0.625,,58.53145
0.625,,58.45755
0.625,,58.43899
0.625,,58.43845
0.625,,58.43551
0.625,,58.40929
0.625,,58.39986
0.625,,58.39208
0.625,,58.3789
0.625,,58.37387
0.625,,58.35388
0.625,,58.32795
0.625,,58.32361
0.625,,58.31138
0.625,,58.28306
0.625,,58.27906
0.625,,58.26923
0.625,,58.24781
0.625,,58.23397
0.625,,58.23022
0.625,,58.17893
0.625,,58.14782
0.625,,58.1426
0.625,,58.13186
0.625,,58.08782
0.625,,58.06904
0.625,,58.06483
0.625,,58.04572
0.625,,58.03688
0.625,,57.97808
0.625,,57.97782
0.625,,57.95244
0.625,,57.94195
0.625,,57.92736
0.625,,57.91694
0.625,,57.9111
0.625,,57.87141
0.625,,57.85109
0.625,,57.82504
0.625,,57.82479
0.625,,57.82119
0.625,,57.81228
0.625,,57.77338
0.625,,57.77319
0.625,,57.73859
0.625,,57.73238
0.625,,57.6695
0.625,,57.6635
0.625,,57.65842
0.625,,57.65102
0.625,,57.63803
0.625,,57.62543
0.625,,57.61929
0.625,,57.61057
0.625,,57.59109
0.625,,57.5878
0.625,,57.58112
0.625,,57.5793
0.625,,57.50669
0.625,,57.50207
0.625,,57.48076
0.625,,57.47857
0.625,,57.4723
0.625,,57.4477
0.625,,57.43113
0.625,,57.39976
0.625,,57.37534
0.625,,57.36857
0.625,,57.34906
0.625,,57.30844
0.625,,57.29055
0.625,,57.27718
0.625,,57.26756
0.625,,57.24145
0.625,,57.23961
0.625,,57.23911
0.625,,57.2349
0.625,,57.20241
0.625,,57.17735
0.625,,57.16423
0.625,,57.13739
0.625,,57.1333
0.625,,57.12218
0.625,,57.10902
0.625,,57.08792
0.625,,57.04186
0.625,,57.01285
0.625,,57.00902
0.625,,56.98376
0.625,,56.97199
0.625,,56.85727
0.625,,56.8336
0.625,,56.80234
0.625,,56.80086
0.625,,56.73029
0.625,,56.71913
0.625,,56.71488
0.625,,56.70846
0.625,,56.68028
0.625,,56.64534
0.625,,56.62294
0.625,,56.62166
0.625,,56.61551
0.625,,56.61381
0.625,,56.58704
0.625,,56.52742
0.625,,56.47365
0.625,,56.4573
0.625,,56.37901
0.625,,56.35842
0.625,,56.31211
0.625,,56.30793
0.625,,56.30196
0.625,,56.26384
0.625,,56.25618
0.625,,56.23013
0.625,,56.2252
0.625,,56.22078
0.625,,56.21473
0.625,,56.20546
0.625,,56.14568
0.625,,56.14286
0.625,,56.09822
0.625,,56.08876
0.625,,56.07501
0.625,,56.07033
0.625,,56.07029
0.625,,56.04469
0.625,,56.03284
0.625,,56.02607
0.625,,56.01881
0.625,,55.97882
0.625,,55.97001
0.625,,55.95229
0.625,,55.91781
0.625,,55.85099
0.625,,55.84722
0.625,,55.82338
0.625,,55.8018
0.625,,55.78457
0.625,,55.74228
0.625,,55.74208
0.625,,55.68167
0.625,,55.66111
0.625,,55.63308
0.625,,55.61608
0.625,,55.60242
0.625,,55.59279
0.625,,55.57869
0.625,,55.56989
0.625,,55.56362
0.625,,55.52465
0.625,,55.49923
0.625,,55.48398
0.625,,55.48396
0.625,,55.48056
0.625,,55.4708
0.625,,55.46977
0.625,,55.45362
0.625,,55.41212
0.625,,55.412
0.625,,55.3876
0.625,,55.32088
0.625,,55.30689
0.625,,55.27067
0.625,,55.24209
0.625,,55.23634
0.625,,55.19977
0.625,,55.1532
0.625,,55.13053
0.625,,55.11961
0.625,,55.11075
0.625,,55.08423
0.625,,55.05027
0.625,,54.94317
0.625,,54.93876
0.625,,54.92445
0.625,,54.85325
0.625,,54.84627
0.625,,54.77121
0.625,,54.75567
0.625,,54.75339
0.625,,54.67535
0.625,,54.61093
0.625,,54.60358
0.625,,54.54039
0.625,,54.51307
0.625,,54.50583
0.625,,54.43667
0.625,,54.42313
0.625,,54.41415
0.625,,54.37573
0.625,,54.35369
0.625,,54.24832
0.625,,54.21071
0.625,,54.06845
0.625,,54.0377
0.625,,54.02846
0.625,,53.82181
0.625,,53.55787
0.625,,53.47948
0.625,,53.46135
0.625,,53.41136
0.625,,53.26146
0.625,,53.19514
0.625,,53.1859
0.625,,53.14752
0.625,,53.06882
0.625,,52.98524
0.625,,52.90839
0.625,,52.49451
0.625,,52.28947
0.625,,51.97127
0.625,,51.63103
0.625,,51.3385
0.625,,50.98126
0.625,,49.95388
0.625,,49.07945
0.625,,47.85456
0.625,,47.68502
0.625,,47.34593
0.625,,47.22324
0.625,,46.08568
0.625,,45.98354
0.625,,45.77872
0.625,,45.72879
0.625,,45.71054
0.625,,45.56604
0.625,,45.32188
0.625,,45.31143
0.625,,45.23152
0.625,,44.81326
0.625,,44.77994
0.625,,44.75364
0.625,,44.62234
0.625,,44.59312
0.625,,44.49757
0.625,,44.46372
0.625,,44.46372
0.625,,44.276
0.625,,44.24889
0.625,,44.21986
0.625,,44.12247
0.625,,44.11601
0.625,,43.95509
0.625,,43.76355
0.625,,43.45326
0.625,,43.37009
0.625,,43.17015
0.625,,42.96588
0.625,,42.68353
0.625,,42.15967
0.625,,41.87809
0.625,,41.87805
0.625,,40.90246
0.625,,39.47854
0.625,,38.70947
0.6872,,63.81717
0.6872,,61.50435
0.6872,,60.78958
0.6872,,60.58387
0.6872,,59.54598
0.6872,,59.24553
0.6872,,59.04658
0.6872,,57.45421
0.6872,,44.7406
0.6875,,62.33326
0.6875,,60.93021
0.6875,,60.9128
0.6875,,60.03979
0.6875,,59.94858
0.6875,,59.94299
0.6875,,59.91803
0.6875,,57.80139
0.6875,,57.27413
0.6875,,56.85562
0.6875,,55.29305
0.6875,,55.23397
0.6875,,54.9486
0.6875,,51.69922
0.6878,,60.63547
0.6878,,55.65856
0.703,,63.43353
0.703,,63.41902
0.703,,62.42583
0.703,,60.63374
0.703,,60.62862
0.703,,60.13447
0.703,,59.71857
0.703,,59.011
0.703,,58.44058
0.703,,58.0128
0.703,,57.52656
0.703,,57.29539
0.703,,57.22518
0.703,,57.21506
0.703,,56.84355
0.703,,55.3223
0.703,,54.82074
0.703,,54.61149
0.703,,54.24211
0.703,,54.2346
0.703,,52.80553
0.7031,,72.98546
0.7031,,60.33459
0.7031,,59.88148
0.7031,,59.20119
0.7031,,59.0528
0.7031,,58.68491
0.7031,,58.19528
0.7031,,56.89434
0.7031,,56.71143
0.7031,,56.28124
0.7031,,55.65998
0.7033,,61.35453
0.7033,,60.75691
0.7033,,56.48003
0.7033,,55.21076
0.7033,,54.76594
0.7033,,54.35665
0.7033,,54.12157
0.7035,,60.25601
0.7035,,58.97446
0.7035,,58.14503
0.7035,,56.00161
0.7035,,55.67323
0.7185,,76.6237
0.7185,,75.72271
0.7185,,64.25878
0.7185,,63.9111
0.7185,,63.72891
0.7185,,63.299
0.7185,,63.28155
0.7185,,63.25575
0.7185,,63.25203
0.7185,,63.2321
0.7185,,63.1472
0.7185,,62.82134
0.7185,,62.65485
0.7185,,62.43535
0.7185,,62.12015
0.7185,,61.92292
0.7185,,61.71076
0.7185,,61.64911
0.7185,,61.63164
0.7185,,61.53892
0.7185,,61.26884
0.7185,,61.22411
0.7185,,61.20135
0.7185,,61.12538
0.7185,,60.98014
0.7185,,60.80751
0.7185,,60.70164
0.7185,,60.69795
0.7185,,60.59477
0.7185,,60.56572
0.7185,,60.34939
0.7185,,60.3319
0.7185,,60.2655
0.7185,,60.24709
0.7185,,60.23984
0.7185,,60.18929
0.7185,,60.16445
0.7185,,60.08337
0.7185,,60.02407
0.7185,,59.98602
0.7185,,59.77233
0.7185,,59.50835
0.7185,,59.50387
0.7185,,59.47633
0.7185,,59.47621
0.7185,,59.46106
0.7185,,59.439
0.7185,,59.28589
0.7185,,59.27553
0.7185,,59.22893
0.7185,,59.21806
0.7185,,59.14274
0.7185,,59.08055
0.7185,,59.08034
0.7185,,59.05061
0.7185,,59.04606
0.7185,,59.03721
0.7185,,59.03515
0.7185,,58.98412
0.7185,,58.95809
0.7185,,58.8887
0.7185,,58.82814
0.7185,,58.82546
0.7185,,58.75879
0.7185,,58.7382
0.7185,,58.7204
0.7185,,58.68556
0.7185,,58.68199
0.7185,,58.65834
0.7185,,58.59829
0.7185,,58.55327
0.7185,,58.51166
0.7185,,58.49239
0.7185,,58.41838
0.7185,,58.40738
0.7185,,58.38384
0.7185,,58.32527
0.7185,,58.22838
0.7185,,58.15118
0.7185,,58.12865
0.7185,,58.10761
0.7185,,58.02294
0.7185,,57.97163
0.7185,,57.93912
0.7185,,57.87698
0.7185,,57.85669
0.7185,,57.78336
0.7185,,57.74546
0.7185,,57.7342
0.7185,,57.7315
0.7185,,57.69785
0.7185,,57.66951
0.7185,,57.62289
0.7185,,57.54778
0.7185,,57.46269
0.7185,,57.43964
0.7185,,57.43766
0.7185,,57.35754
0.7185,,57.27235
0.7185,,57.19264
0.7185,,57.18387
0.7185,,57.16771
0.7185,,57.12959
0.7185,,57.10271
0.7185,,57.08055
0.7185,,57.0475
0.7185,,57.02425
0.7185,,56.96139
0.7185,,56.91564
0.7185,,56.91463
0.7185,,56.90559
0.7185,,56.90254
0.7185,,56.85187
0.7185,,56.72719
0.7185,,56.71187
0.7185,,56.70643
0.7185,,56.57913
0.7185,,56.56756
0.7185,,56.5434
0.7185,,56.52025
0.7185,,56.49515
0.7185,,56.41772
0.7185,,56.3845
0.7185,,56.3226
0.7185,,56.27329
0.7185,,56.25564
0.7185,,56.21026
0.7185,,56.15111
0.7185,,56.03969
0.7185,,56.03631
0.7185,,56.00468
0.7185,,56.00027
0.7185,,55.97339
0.7185,,55.93281
0.7185,,55.83046
0.7185,,55.77103
0.7185,,55.75406
0.7185,,55.72959
0.7185,,55.61796
0.7185,,55.58554
0.7185,,55.42126
0.7185,,55.40065
0.7185,,55.2638
0.7185,,55.20342
0.7185,,55.17559
0.7185,,55.15293
0.7185,,55.14589
0.7185,,55.08016
0.7185,,54.87353
0.7185,,54.57902
0.7185,,54.46422
0.7185,,54.34246
0.7185,,54.2703
0.7185,,54.08239
0.7185,,54.05144
0.7185,,53.89444
0.7185,,53.83149
0.7185,,53.76883
0.7185,,53.67146
0.7185,,53.45085
0.7185,,52.92842
0.7185,,48.48201
0.7185,,44.38844
0.7185,,43.73631
0.7185,,43.01832
0.7186,,76.20123
0.7186,,75.83549
0.7186,,75.4018
0.7186,,63.54503
0.7186,,62.48652
0.7186,,61.07935
0.7186,,60.90702
0.7186,,60.24415
0.7186,,60.16858
0.7186,,60.10541
0.7186,,59.93472
0.7186,,59.92584
0.7186,,59.73908
0.7186,,59.72528
0.7186,,59.39302
0.7186,,59.32702
0.7186,,59.08005
0.7186,,58.64985
0.7186,,58.52476
0.7186,,58.08903
0.7186,,57.72943
0.7186,,57.68326
0.7186,,57.66099
0.7186,,57.44548
0.7186,,56.99002
0.7186,,56.84492
0.7186,,56.22264
0.7186,,56.11582
0.7186,,55.98528
0.7186,,55.92075
0.7186,,55.78055
0.7186,,55.55987
0.7186,,55.47578
0.7186,,55.25499
0.7186,,55.20344
0.7186,,55.14687
0.7186,,55.13561
0.7186,,55.09736
0.7186,,54.96602
0.7186,,54.74431
0.7186,,54.66979
0.7186,,54.47731
0.7186,,54.37381
0.7186,,54.05122
0.7186,,53.08929
0.7186,,52.84764
0.7186,,52.04796
0.7186,,50.41472
0.7186,,46.83925
0.7187,,73.47131
0.7187,,67.01894
0.7187,,66.37269
0.7187,,64.73615
0.7187,,64.64106
0.7187,,64.17436
0.7187,,64.1214
0.7187,,63.87155
0.7187,,63.71966
0.7187,,63.34547
0.7187,,63.22837
0.7187,,62.90526
0.7187,,62.28387
0.7187,,62.09173
0.7187,,62.04811
0.7187,,62.00182
0.7187,,61.92176
0.7187,,61.92113
0.7187,,61.83978
0.7187,,61.67067
0.7187,,61.42428
0.7187,,61.41298
0.7187,,61.35144
0.7187,,61.31653
0.7187,,61.09697
0.7187,,61.08808
0.7187,,60.91971
0.7187,,60.83848
0.7187,,60.71161
0.7187,,60.59277
0.7187,,60.46992
0.7187,,60.45253
0.7187,,60.36924
0.7187,,60.32063
0.7187,,60.31326
0.7187,,60.30695
0.7187,,60.24819
0.7187,,60.19162
0.7187,,59.77964
0.7187,,59.68031
0.7187,,59.63434
0.7187,,59.62774
0.7187,,59.58307
0.7187,,59.41005
0.7187,,59.27153
0.7187,,59.25071
0.7187,,59.10339
0.7187,,59.07282
0.7187,,59.06177
0.7187,,58.9202
0.7187,,58.82557
0.7187,,58.81874
0.7187,,58.8035
0.7187,,58.73595
0.7187,,58.70942
0.7187,,58.63189
0.7187,,58.5987
0.7187,,58.55324
0.7187,,58.4675
0.7187,,58.44316
0.7187,,58.38921
0.7187,,58.24526
0.7187,,58.13641
0.7187,,58.10614
0.7187,,57.97835
0.7187,,57.95612
0.7187,,57.95535
0.7187,,57.86765
0.7187,,57.71395
0.7187,,57.66888
0.7187,,57.66856
0.7187,,57.64044
0.7187,,57.56607
0.7187,,57.54921
0.7187,,57.54095
0.7187,,57.49289
0.7187,,57.4564
0.7187,,57.41127
0.7187,,57.40518
0.7187,,57.3967
0.7187,,57.35767
0.7187,,57.32359
0.7187,,57.27742
0.7187,,57.25083
0.7187,,57.17556
0.7187,,57.17447
0.7187,,57.16443
0.7187,,57.1521
0.7187,,57.13574
0.7187,,57.09233
0.7187,,57.08117
0.7187,,57.05371
0.7187,,56.89649
0.7187,,56.77775
0.7187,,56.73255
0.7187,,56.48393
0.7187,,56.34738
0.7187,,56.29023
0.7187,,56.16804
0.7187,,56.15815
0.7187,,56.102
0.7187,,56.07853
0.7187,,56.04059
0.7187,,55.9553
0.7187,,55.93955
0.7187,,55.875
0.7187,,55.77127
0.7187,,55.72973
0.7187,,55.32899
0.7187,,55.23657
0.7187,,55.08415
0.7187,,54.90323
0.7187,,54.73756
0.7187,,54.57186
0.7187,,54.52756
0.7187,,54.32974
0.7187,,54.03892
0.7187,,53.93811
0.7187,,52.84214
0.7187,,52.46163
0.7187,,49.47732
0.7187,,47.48747
0.7187,,46.3529
0.7187,,46.25634
0.7187,,45.61253
0.7187,,45.40831
0.7187,,44.48995
0.7187,,43.63432
0.7188,,65.8905
0.7188,,63.93365
0.7188,,63.73893
0.7188,,63.20393
0.7188,,62.85323
0.7188,,62.70695
0.7188,,62.2321
0.7188,,62.1711
0.7188,,62.12492
0.7188,,62.05446
0.7188,,61.91666
0.7188,,61.59868
0.7188,,61.15861
0.7188,,60.932
0.7188,,60.50341
0.7188,,60.49437
0.7188,,60.29958
0.7188,,60.13837
0.7188,,60.12243
0.7188,,59.96417
0.7188,,59.96042
0.7188,,59.84865
0.7188,,59.79609
0.7188,,59.76897
0.7188,,59.7166
0.7188,,59.60348
0.7188,,59.59739
0.7188,,59.47467
0.7188,,59.46544
0.7188,,59.42777
0.7188,,59.31615
0.7188,,59.16278
0.7188,,59.14876
0.7188,,59.11467
0.7188,,59.08866
0.7188,,59.05209
0.7188,,59.00931
0.7188,,58.87999
0.7188,,58.6842
0.7188,,58.62764
0.7188,,58.59815
0.7188,,58.58949
0.7188,,58.54347
0.7188,,58.5187
0.7188,,58.46225
0.7188,,58.43802
0.7188,,58.42018
0.7188,,58.40787
0.7188,,58.39518
0.7188,,58.38031
0.7188,,58.36804
0.7188,,58.35221
0.7188,,58.31328
0.7188,,58.29155
0.7188,,58.28944
0.7188,,58.23656
0.7188,,58.17495
0.7188,,58.13766
0.7188,,58.07889
0.7188,,58.0571
0.7188,,57.99926
0.7188,,57.90782
0.7188,,57.69002
0.7188,,57.68212
0.7188,,57.67883
0.7188,,57.56102
0.7188,,57.55616
0.7188,,57.55072
0.7188,,57.53472
0.7188,,57.45236
0.7188,,57.38585
0.7188,,57.27618
0.7188,,57.21524
0.7188,,57.16285
0.7188,,57.1286
0.7188,,57.10642
0.7188,,56.80843
0.7188,,56.79886
0.7188,,56.75522
0.7188,,56.63509
0.7188,,56.38044
0.7188,,56.29151
0.7188,,56.24312
0.7188,,56.23388
0.7188,,56.20856
0.7188,,56.1718
0.7188,,56.15389
0.7188,,56.11332
0.7188,,56.08603
0.7188,,56.02095
0.7188,,55.90745
0.7188,,55.821
0.7188,,55.77063
0.7188,,55.6685
0.7188,,55.39733
0.7188,,55.23716
0.7188,,55.18261
0.7188,,55.15067
0.7188,,55.107
0.7188,,54.96242
0.7188,,54.9385
0.7188,,54.88265
0.7188,,54.87121
0.7188,,54.72253
0.7188,,54.69238
0.7188,,54.5489
0.7188,,54.44516
0.7188,,54.35285
0.7188,,53.36065
0.7188,,51.58659
0.7188,,50.44815
0.7188,,48.01525
0.7188,,46.23642
0.7188,,45.7303
0.7188,,45.03019
0.7188,,44.57891
0.7188,,43.69068
0.7189,,64.63219
0.7189,,60.37961
0.7189,,60.36058
0.7189,,60.35276
0.7189,,60.15966
0.7189,,59.40047
0.7189,,58.5128
0.7189,,58.38524
0.7189,,58.3362
0.7189,,58.29585
0.7189,,58.24285
0.7189,,58.2269
0.7189,,58.14743
0.7189,,57.94312
0.7189,,57.92341
0.7189,,57.3711
0.7189,,57.0655
0.7189,,56.80393
0.7189,,56.79045
0.7189,,56.53057
0.7189,,56.20245
0.7189,,56.09597
0.7189,,56.04165
0.7189,,55.87164
0.7189,,55.79253
0.7189,,55.76877
0.7189,,55.75873
0.7189,,55.75862
0.7189,,55.72743
0.7189,,55.44299
0.7189,,55.03465
0.7189,,54.99764
0.7189,,54.73829
0.7189,,54.63967
0.7189,,54.44547
0.7189,,53.88002
0.7189,,53.73016
0.7189,,53.36398
0.7189,,53.30758
0.7189,,53.09237
0.719,,78.8018
0.719,,77.24953
0.719,,75.49208
0.719,,65.36407
0.719,,65.08964
0.719,,64.64274
0.719,,64.20526
0.719,,63.88746
0.719,,63.68397
0.719,,63.60193
0.719,,63.17779
0.719,,62.87306
0.719,,62.82479
0.719,,62.68141
0.719,,62.28476
0.719,,61.8786
0.719,,61.5573
0.719,,61.55496
0.719,,61.53845
0.719,,61.42316
0.719,,61.36892
0.719,,61.36241
0.719,,61.29562
0.719,,61.24842
0.719,,61.16359
0.719,,61.11744
0.719,,61.06339
0.719,,61.04796
0.719,,60.94349
0.719,,60.90085
0.719,,60.87061
0.719,,60.79128
0.719,,60.68907
0.719,,60.60595
0.719,,60.47032
0.719,,60.42708
0.719,,60.42248
0.719,,60.21837
0.719,,60.16128
0.719,,60.10615
0.719,,60.02253
0.719,,59.99614
0.719,,59.85221
0.719,,59.78689
0.719,,59.64413
0.719,,59.61716
0.719,,59.60712
0.719,,59.57908
0.719,,59.53394
0.719,,59.47843
0.719,,59.45337
0.719,,59.41595
0.719,,59.24147
0.719,,59.19568
0.719,,59.19032
0.719,,59.17417
0.719,,59.16558
0.719,,59.16143
0.719,,59.12706
0.719,,59.05382
0.719,,59.04262
0.719,,58.91791
0.719,,58.89734
0.719,,58.89128
0.719,,58.88991
0.719,,58.76052
0.719,,58.74711
0.719,,58.70383
0.719,,58.59733
0.719,,58.54713
0.719,,58.53517
0.719,,58.52729
0.719,,58.37506
0.719,,58.37421
0.719,,58.30018
0.719,,58.27527
0.719,,58.25345
0.719,,58.12996
0.719,,58.12424
0.719,,58.12002
0.719,,57.98043
0.719,,57.97445
0.719,,57.97109
0.719,,57.9596
0.719,,57.88576
0.719,,57.88419
0.719,,57.80695
0.719,,57.8004
0.719,,57.79608
0.719,,57.7738
0.719,,57.76417
0.719,,57.75857
0.719,,57.63752
0.719,,57.59467
0.719,,57.48326
0.719,,57.32242
0.719,,57.31564
0.719,,57.29664
0.719,,57.25838
0.719,,57.1623
0.719,,57.09185
0.719,,57.0733
0.719,,57.03962
0.719,,57.02682
0.719,,57.01677
0.719,,56.97491
0.719,,56.95918
0.719,,56.90667
0.719,,56.90191
0.719,,56.84531
0.719,,56.80068
0.719,,56.53789
0.719,,56.5289
0.719,,56.4689
0.719,,56.44514
0.719,,56.3933
0.719,,56.30459
0.719,,56.28193
0.719,,56.1938
0.719,,56.06285
0.719,,56.02367
0.719,,55.96319
0.719,,55.9171
0.719,,55.86995
0.719,,55.70325
0.719,,55.66007
0.719,,55.61969
0.719,,55.57647
0.719,,55.54675
0.719,,55.53648
0.719,,55.45612
0.719,,55.45256
0.719,,55.18131
0.719,,55.11676
0.719,,54.95424
0.719,,54.78389
0.719,,54.72757
0.719,,54.70011
0.719,,54.58968
0.719,,54.56585
0.719,,54.52841
0.719,,54.52296
0.719,,54.37698
0.719,,54.34856
0.719,,54.07853
0.719,,53.65324
0.719,,53.28372
0.719,,53.04829
0.719,,53.04418
0.719,,52.60027
0.719,,52.30228
0.719,,48.4948
0.719,,48.19575
0.719,,45.91694
0.719,,45.52564
0.719,,45.03124
0.719,,44.53638
0.719,,44.43359
0.719,,43.24421
0.719,,43.24137
0.719,,43.02881
0.719,,42.79252
0.719,,42.11987
0.8122,,86.99759
0.8122,,80.39504
0.8122,,65.68029
0.8122,,65.02732
0.8122,,64.05964
0.8122,,63.84654
0.8122,,63.66333
0.8122,,63.03612
0.8122,,62.61294
0.8122,,62.2877
0.8122,,62.18228
0.8122,,61.88812
0.8122,,61.88572
0.8122,,61.84717
0.8122,,61.62452
0.8122,,61.39185
0.8122,,61.28956
0.8122,,61.15433
0.8122,,61.06538
0.8122,,60.86798
0.8122,,60.8636
0.8122,,60.77383
0.8122,,60.75414
0.8122,,60.6032
0.8122,,60.56735
0.8122,,60.05292
0.8122,,60.03449
0.8122,,60.02641
0.8122,,59.97472
0.8122,,59.83878
0.8122,,59.77366
0.8122,,59.73308
0.8122,,59.67403
0.8122,,59.36171
0.8122,,59.33936
0.8122,,59.22993
0.8122,,59.21252
0.8122,,59.11178
0.8122,,59.08209
0.8122,,58.97903
0.8122,,58.96724
0.8122,,58.68836
0.8122,,58.67282
0.8122,,58.57625
0.8122,,58.52979
0.8122,,58.5089
0.8122,,58.49894
0.8122,,58.4941
0.8122,,58.41307
0.8122,,58.21378
0.8122,,58.07483
0.8122,,57.87521
0.8122,,57.74612
0.8122,,57.6711
0.8122,,57.61178
0.8122,,57.50487
0.8122,,57.39347
0.8122,,57.20085
0.8122,,57.01872
0.8122,,56.91894
0.8122,,56.86016
0.8122,,56.80503
0.8122,,56.72457
0.8122,,56.65484
0.8122,,56.52674
0.8122,,56.49312
0.8122,,56.3756
0.8122,,56.36269
0.8122,,56.24209
0.8122,,55.93759
0.8122,,55.81493
0.8122,,55.61407
0.8122,,55.55041
0.8122,,55.12005
0.8122,,55.1082
0.8122,,55.09245
0.8122,,54.24648
0.8122,,53.97317
0.8122,,53.49183
0.8122,,52.67737
0.8122,,50.06481
0.8122,,48.94585
0.8122,,47.65142
0.8122,,46.0615
0.8122,,46.05318
0.8122,,46.00386
0.8122,,45.32375
0.8122,,45.20662
0.8122,,44.70604
0.8122,,44.01084
0.8122,,43.89984
0.8122,,43.57362
0.8122,,43.43664
0.8124,,62.23536
0.8124,,62.21115
0.8124,,60.92818
0.8124,,60.64791
0.8124,,60.3682
0.8124,,59.81621
0.8124,,59.52517
0.8124,,59.50111
0.8124,,59.3741
0.8124,,59.36918
0.8124,,59.23116
0.8124,,58.55795
0.8124,,58.3576
0.8124,,58.07399
0.8124,,57.54609
0.8124,,57.50092
0.8124,,57.36484
0.8124,,57.14333
0.8124,,57.1338
0.8124,,56.6649
0.8124,,56.50367
0.8124,,56.26702
0.8124,,55.4883
0.8124,,55.07457
0.8124,,54.60433
0.8124,,54.23993
0.8124,,53.74885
0.8124,,53.30502
0.8124,,53.19542
0.8125,,74.03595
0.8125,,65.9375
0.8125,,64.8834
0.8125,,63.72363
0.8125,,63.56656
0.8125,,63.12416
0.8125,,62.66855
0.8125,,62.66035
0.8125,,62.6476
0.8125,,62.61265
0.8125,,62.57969
0.8125,,62.35439
0.8125,,62.29938
0.8125,,62.13309
0.8125,,61.98296
