Dwell (ms),Type I block,Type II block
0.5158,22.75964,
0.5157,22.7839,
0.594,22.78434,
1.0315,22.7897,
1.422,22.78995,
0.5,22.79211,
1.031,22.80236,
1.031,22.80273,
0.625,22.80626,
0.625,22.81428,
1.2343,22.82347,
0.5,22.8299,
3.6878,22.83506,
1.125,22.84428,
2.9688,22.84494,
2.375,22.84667,
0.5158,22.8467,
0.6093,22.85266,
0.7187,22.8533,
0.8281,22.85664,
1.9375,22.86536,
2.344,22.86661,
0.5,22.86673,
0.5,22.86732,
1.125,22.87851,
1.9375,22.87946,
0.7187,22.88024,
0.8125,22.88627,
0.9215,22.88982,
2.672,22.89328,
1.2187,22.89677,
1.9375,22.90321,
1.25,22.90751,
0.8437,22.90926,
1.4375,22.9096,
1.3435,22.9097,
2.25,22.91326,
1.3125,22.9181,
1.5312,22.91837,
1.7345,22.92032,
1.656,22.92479,
0.5155,22.93859,
1.125,22.94106,
1.625,22.94725,
0.5159,22.94863,
2.0625,22.9561,
1.828,22.95765,
1.9531,22.95807,
1.0157,22.96178,
0.6094,22.96968,
1.5312,22.97311,
0.8281,22.97782,
1.75,22.97816,
0.922,22.98966,
0.8124,22.99323,
1.2343,22.99323,
1.125,22.99387,
0.531,22.99393,
1.2343,22.99444,
1.3285,22.99925,
0.9378,23.00505,
1.6408,23.00721,
0.5,23.00868,
0.6092,23.02031,
3.5937,23.02045,
0.5,23.02353,
0.5,23.02462,
1.4372,23.0263,
1.6565,23.02994,
1.125,23.03657,
0.9219,23.04179,
0.6094,23.04548,
0.5155,23.04917,
0.6095,23.06883,
1.6408,23.07228,
0.9375,23.0723,
1.0315,23.07548,
2.0628,23.07777,
0.5,23.08547,
0.5938,23.08925,
1.75,23.09294,
2.453,23.10431,
1.219,23.11299,
0.828,23.11458,
2.7815,23.1246,
1.0313,23.1328,
1.4372,23.13467,
0.5156,23.13619,
2.1405,23.13911,
1.328,23.14653,
0.9375,23.14693,
0.625,23.14861,
1.953,23.15357,
1.9378,23.15662,
0.8128,23.15938,
0.9063,23.16068,
1.6406,23.16198,
2.031,23.16353,
0.531,23.17643,
1.3281,23.17705,
0.8437,23.18232,
1.6563,23.18724,
2.1405,23.1921,
0.8126,23.19703,
0.719,23.20443,
2.3591,23.21288,
0.922,23.21365,
1.547,23.21769,
0.625,23.21889,
1.328,23.23077,
1.75,23.23475,
3.578,23.23504,
0.8122,23.23755,
0.625,23.24013,
1.0312,23.25112,
1.75,23.26233,
0.625,23.26786,
0.5938,23.27521,
1.75,23.28643,
0.625,23.29176,
1.7345,23.29441,
1.3438,23.29653,
1.125,23.29759,
1.2188,23.29845,
0.5315,23.30126,
1.4375,23.30533,
1.3281,23.30812,
0.922,23.31359,
0.5158,23.32578,
0.7185,23.32767,
2.656,23.33913,
1.5628,23.33931,
1.8435,23.34192,
2.2655,23.34778,
1.531,23.37177,
0.719,23.37577,
1.3438,23.38524,
0.5,23.3858,
0.625,23.38766,
1.125,23.3892,
0.9063,23.40916,
0.6095,23.41016,
1.9533,23.4142,
1.2341,23.41535,
0.625,23.41885,
0.5,23.41894,
1.5312,23.42241,
0.625,23.42409,
1.5315,23.43022,
1.2345,23.43495,
1.2345,23.43584,
1.125,23.43973,
0.9217,23.45089,
1.953,23.45982,
1.75,23.46505,
1.2187,23.46751,
0.828,23.48161,
1.75,23.5007,
1.5313,23.50362,
0.7188,23.50725,
1.6405,23.51922,
4.1875,23.52108,
1.4375,23.53023,
1.0158,23.532,
1.2345,23.53431,
0.8125,23.53458,
1.125,23.53766,
1.328,23.53883,
3.2815,23.54685,
1.0315,23.54742,
1.4374,23.55366,
1.4378,23.55975,
0.8122,23.56114,
0.719,23.5667,
0.922,23.56914,
0.5,23.58596,
1.8437,23.58644,
1.125,23.58652,
4.9063,23.58974,
0.625,23.60245,
1.125,23.60298,
1.3125,23.60333,
0.5935,23.60382,
0.719,23.61451,
1.5315,23.62029,
0.7031,23.62393,
3.4845,23.62944,
1.75,23.63302,
1.9375,23.63423,
0.5,23.6355,
0.625,23.63636,
2.9685,23.6459,
1.4375,23.64896,
3.9062,23.64931,
2.3591,23.64939,
1.1407,23.65014,
1.5465,23.65204,
0.5313,23.66075,
0.625,23.66134,
0.5313,23.66417,
0.8125,23.66975,
1.2188,23.67254,
1.8435,23.68222,
0.8438,23.70299,
0.594,23.70591,
0.625,23.70602,
1.531,23.70783,
0.5312,23.71165,
0.9375,23.71541,
0.625,23.72271,
0.8125,23.72455,
0.594,23.72561,
0.625,23.72596,
1.4372,23.72989,
0.5,23.74712,
1.2345,23.74838,
1.125,23.75414,
2.844,23.76168,
1.0315,23.7628,
0.5313,23.76492,
0.5,23.76949,
0.625,23.7714,
1.7341,23.77483,
0.531,23.77588,
0.625,23.77713,
1.125,23.7832,
1.75,23.78916,
2.25,23.78928,
1.031,23.79182,
1.9375,23.79351,
0.9215,23.79468,
0.844,23.80317,
0.922,23.80461,
0.906,23.80706,
4.4062,23.81564,
2.969,23.81722,
2.875,23.82198,
2.4687,23.84883,
0.5,23.8489,
0.5,23.85557,
0.5312,23.85766,
1.6408,23.86863,
1.656,23.87056,
0.7187,23.8866,
0.6095,23.88878,
1.4375,23.89179,
0.8128,23.91396,
1.5312,23.92054,
0.703,23.92091,
1.4375,23.92216,
0.5,23.92483,
1.547,23.92526,
0.5312,23.92549,
0.719,23.92858,
0.844,23.93033,
0.5,23.9338,
0.5157,23.93612,
1.5313,23.94108,
0.8128,23.94316,
1.4375,23.94621,
1.125,23.94707,
1.2345,23.95502,
0.8125,23.95768,
1.3435,23.9613,
0.5156,23.96216,
0.5313,23.96354,
1.0315,23.96643,
0.7187,23.96955,
0.5,23.97902,
0.7185,23.98029,
1.547,23.98462,
1.5313,23.99258,
1.0311,24.00247,
0.625,24.00498,
0.9375,24.00642,
0.922,24.00671,
0.719,24.00819,
0.7185,24.01703,
0.5155,24.01951,
0.625,24.0208,
1.3125,24.02093,
1,24.02201,
3.6875,24.02375,
0.9375,24.02423,
1.3285,24.03156,
0.6095,24.03282,
1.9378,24.03389,
0.6093,24.04734,
0.5,24.04894,
0.8435,24.05247,
0.6095,24.05477,
1.2187,24.07903,
1.422,24.08401,
0.8128,24.08496,
0.8125,24.09431,
1.3125,24.10456,
0.9378,24.10532,
0.5155,24.11013,
0.9375,24.11904,
1.125,24.12004,
0.5937,24.12699,
1.7343,24.12805,
0.8125,24.13144,
0.922,24.13982,
0.7188,24.14493,
0.922,24.14823,
1,24.14981,
0.719,24.16188,
1.9533,24.16192,
1.5312,24.16377,
1.3438,24.16799,
0.5,24.1704,
1.531,24.17416,
0.8128,24.17654,
0.5,24.18023,
1.031,24.18165,
0.5313,24.18699,
0.5,24.19288,
0.7187,24.20667,
0.5155,24.20698,
0.703,24.22856,
0.8125,24.23553,
0.9372,24.24997,
1.25,24.25773,
1.531,24.26603,
1.2187,24.27185,
2.3438,24.27757,
0.5,24.28387,
0.5,24.29065,
2.047,24.31779,
0.6095,24.32806,
0.8125,24.32987,
2.5625,24.3383,
0.7189,24.34137,
1,24.3425,
1.4375,24.34572,
1.8438,24.35282,
0.5155,24.35435,
1.125,24.35589,
1.4375,24.36572,
0.719,24.36977,
2.375,24.37161,
0.7185,24.37346,
1.3122,24.37651,
0.625,24.37659,
1.219,24.38583,
0.9065,24.38692,
1.328,24.39241,
0.9215,24.39505,
0.5312,24.40414,
3.2813,24.40572,
0.719,24.41862,
5.6563,24.42542,
1.3435,24.43132,
0.9219,24.43215,
0.531,24.43267,
0.8281,24.43393,
0.8128,24.43394,
0.7187,24.43909,
0.8128,24.43951,
4.719,24.44321,
0.5313,24.4439,
0.6878,24.44858,
1.2185,24.44911,
1.1409,24.44913,
0.703,24.44989,
1.219,24.46423,
0.8125,24.46783,
1.5313,24.47444,
2.125,24.47809,
0.5313,24.47876,
0.9063,24.49045,
1.25,24.49234,
0.8122,24.49535,
1.0312,24.50127,
0.906,24.51158,
3.6875,24.51692,
1.0313,24.5259,
0.7189,24.5261,
0.625,24.52902,
0.5156,24.5338,
1.125,24.54895,
0.531,24.55693,
0.9063,24.56119,
0.7186,24.56882,
3.2813,24.56899,
2.0622,24.57709,
0.5,24.5815,
1.4375,24.58533,
1.2187,24.59651,
0.7189,24.61009,
0.5,24.61167,
1.2345,24.61249,
1.0313,24.6167,
1.7343,24.63229,
1.3285,24.63424,
1.25,24.63654,
0.5935,24.64686,
0.5,24.6564,
1.156,24.66004,
1.25,24.66457,
1.0315,24.66739,
0.7188,24.67179,
7.1872,24.67306,
1.625,24.67765,
0.5937,24.67913,
1.844,24.68646,
0.5,24.68888,
0.5157,24.68953,
1.8436,24.70169,
0.594,24.70805,
0.6875,24.7258,
0.5312,24.7326,
0.9372,24.75399,
1.4372,24.75596,
0.7185,24.75912,
0.5155,24.76127,
0.9378,24.76691,
1.5313,24.77141,
2.875,24.77729,
1.2345,24.77773,
0.5937,24.78075,
1.5315,24.79022,
2.1407,24.79148,
1.3435,24.80081,
0.625,24.81265,
1.125,24.84277,
1.125,24.86019,
1.0156,24.86758,
0.9063,24.86909,
0.5313,24.87836,
1,24.87946,
1.125,24.88269,
0.5159,24.88802,
0.625,24.89607,
0.625,24.91074,
0.7185,24.91605,
2.469,24.92388,
0.906,24.92587,
0.8125,24.93177,
0.9378,24.94642,
1.9375,24.95888,
0.625,24.96434,
1.7341,24.97635,
0.9215,24.98112,
1.4372,24.98131,
0.5,24.99448,
1.2185,24.99782,
5.8437,25.00381,
0.7188,25.00701,
0.5312,25.01178,
1.625,25.01495,
0.5,25.02164,
1.2345,25.03065,
1.4375,25.03352,
0.8125,25.04616,
1.9372,25.0515,
1.5315,25.05194,
1.0315,25.05761,
1.8435,25.07148,
0.703,25.08087,
0.9219,25.09392,
0.9375,25.09856,
3.2815,25.11458,
2.9685,25.11581,
1.125,25.12011,
1.2188,25.12356,
0.7188,25.13549,
0.7189,25.16039,
1.0313,25.16549,
0.531,25.16618,
0.9372,25.17038,
7.906,25.17845,
0.5,25.1888,
0.8122,25.19463,
0.8285,25.20876,
0.5,25.23124,
1.531,25.2319,
0.5,25.24319,
3.5935,25.25111,
0.9375,25.25305,
0.6093,25.25339,
1.4372,25.25809,
0.5,25.26089,
0.719,25.2869,
0.6091,25.28797,
0.7187,25.29133,
0.625,25.29893,
3.0628,25.30279,
0.9062,25.30745,
0.5,25.32794,
1.75,25.32888,
1.031,25.34786,
1.125,25.36172,
0.5,25.36453,
0.625,25.37732,
3.0628,25.38159,
0.8128,25.38856,
0.5,25.39122,
0.531,25.40317,
1,25.4049,
1.125,25.42444,
0.5156,25.4429,
2.875,25.4494,
2.25,25.46115,
0.703,25.47172,
0.8125,25.47807,
0.8283,25.48868,
1.125,25.48891,
0.8125,25.50414,
0.7187,25.51613,
4.1875,25.53029,
1.4375,25.53814,
1.031,25.54432,
4.4062,25.5502,
0.5,25.55964,
0.719,25.56555,
0.7188,25.59373,
2.0625,25.59988,
1.0315,25.61699,
1.0313,25.61799,
0.8438,25.62616,
3.8125,25.63013,
1.0315,25.65075,
1.125,25.67599,
0.922,25.69855,
0.8125,25.70914,
0.5,25.72262,
4.125,25.72704,
2.6562,25.74856,
0.9219,25.75448,
1.219,25.75511,
1.125,25.75949,
0.5315,25.76666,
4.5937,25.79203,
21.5935,25.81969,
3.5625,25.82724,
0.5,25.82964,
1.0155,25.83432,
0.9062,25.84855,
1.9372,25.87717,
0.5,25.87823,
1.4062,25.88619,
0.5938,25.8871,
1.75,25.89016,
0.6091,25.89553,
0.625,25.89923,
2.1563,25.92928,
1.125,25.93067,
4.8125,25.93752,
4.1875,25.94228,
1.422,25.95637,
4.8125,25.95733,
1.5312,25.9631,
0.5158,25.98915,
0.5,25.99085,
0.625,26.00164,
0.5,26.00237,
0.8122,26.01408,
0.8125,26.02383,
3.4685,26.0397,
0.5935,26.0413,
0.625,26.04139,
0.828,26.04624,
0.9065,26.04852,
1.3122,26.06279,
1.3285,26.0643,
1.9685,26.06568,
0.5,26.0995,
1.6565,26.11876,
3.5625,26.12978,
3.8128,26.13875,
0.5155,26.18012,
0.9062,26.18019,
1.625,26.18207,
0.6872,26.21207,
2.2813,26.22873,
0.7187,26.24192,
0.8125,26.2484,
1.9372,26.27262,
0.9375,26.30548,
0.5,26.30724,
1.5313,26.31296,
0.625,26.3136,
0.5,26.32075,
3.375,26.32121,
5.2187,26.32393,
2.3437,26.3258,
0.9063,26.33317,
0.7185,26.35588,
0.6091,26.36061,
7.0622,26.36881,
0.5935,26.38971,
6.875,26.39091,
6.031,26.40788,
0.5,26.42903,
6.5625,26.42958,
0.7187,26.44259,
1.4372,26.445,
1.031,26.44869,
2.1565,26.46779,
3.469,26.4946,
1.125,26.50067,
0.719,26.5933,
1.4375,26.59534,
1.344,26.62387,
2.875,26.64204,
0.594,26.66404,
0.5,26.68135,
0.7187,26.68464,
0.906,26.6882,
0.8122,26.71015,
0.5,26.74537,
0.5,26.75174,
7.969,26.78228,
1.125,26.78572,
0.5,26.79758,
2.75,26.82812,
4.094,26.8333,
4,26.84619,
0.5315,26.8664,
1.3125,26.8791,
2.6563,26.88531,
2.6872,26.88531,
1.0312,26.88649,
5.625,26.8967,
0.6875,26.90305,
0.9062,26.92178,
0.625,26.94068,
1.125,26.96855,
0.625,26.97171,
0.531,27.0132,
2.5625,27.03988,
0.5938,27.05629,
3.4685,27.08055,
1.031,27.09425,
11.875,27.11098,
0.625,27.11815,
3.5622,27.12576,
0.8125,27.1325,
0.8125,27.13409,
2.9687,27.15004,
3.2812,27.15201,
0.8125,27.1629,
1.25,27.18729,
2.4688,27.20207,
4.2187,27.20693,
2.9687,27.20896,
0.7185,27.21508,
2.9685,27.2218,
1.2187,27.24278,
0.625,27.26565,
0.5,27.28496,
0.531,27.29842,
0.9372,27.3099,
4.7187,27.31143,
1.5315,27.31437,
1.0313,27.31651,
1.0312,27.33967,
9.3128,27.34363,
0.5,27.38324,
2.25,27.3847,
1.5313,27.39916,
1.9372,27.4036,
1.25,27.4292,
0.7188,27.4319,
0.5937,27.43307,
8.2815,27.43307,
3.2815,27.44683,
0.7185,27.45836,
2.0315,27.4691,
0.5938,27.47074,
0.7185,27.47092,
1.8438,27.49147,
0.7185,27.51996,
4.8128,27.51996,
3.594,27.52026,
17.8125,27.52076,
1.7188,27.54177,
4.625,27.55739,
3.6878,27.57648,
9.9378,27.57764,
9.8125,27.61003,
2.4688,27.62593,
3.1563,27.63482,
2.6563,27.63734,
1.3122,27.64113,
17.719,27.64416,
0.8437,27.64712,
3.7812,27.68005,
9.9063,27.68476,
2.5625,27.69755,
1.844,27.72129,
1.5312,27.72341,
4.3125,27.72371,
4,27.74167,
6.656,27.74689,
1.7188,27.75932,
3.2815,27.77294,
0.719,27.78764,
1.844,27.79943,
2.5625,27.80479,
2.375,27.80688,
4,27.80688,
0.9375,27.81067,
1.2185,27.81666,
11.375,27.81797,
0.8438,27.81864,
3.0628,27.82514,
3.281,27.83466,
1.625,27.83892,
0.7185,27.8492,
3.5,27.84981,
0.8125,27.85692,
8.5,27.86313,
5.4378,27.86544,
0.625,27.87108,
6.5628,27.89401,
0.5935,27.89544,
1.625,27.90143,
2.0312,27.90143,
1.5313,27.92687,
3.375,27.93611,
0.5,27.93957,
0.5,27.94169,
0.5,27.94233,
8.594,27.94382,
0.9063,27.95947,
6.7813,27.96694,
3.2815,27.97348,
0.8125,27.9756,
5.7187,27.97802,
0.625,27.98021,
5.75,27.99619,
2.25,27.9998,
0.625,28.00011,
2.0622,28.00316,
2.469,28.00527,
3.375,28.02859,
1.2187,28.05769,
2.1563,28.08701,
1.75,28.08843,
3.375,28.12107,
1.9688,28.12908,
5.625,28.13956,
0.5,28.14514,
1.3125,28.14597,
1.9375,28.14975,
5.0938,28.16549,
4.625,28.18683,
4.7188,28.19601,
1.8438,28.19653,
2.4375,28.2055,
1.4375,28.21024,
0.8125,28.21333,
4.0937,28.23204,
0.7188,28.23233,
2.6565,28.23513,
4.4065,28.2374,
0.5937,28.24315,
1.9378,28.26293,
2.344,28.2734,
4.1878,28.2767,
0.9378,28.28077,
0.7185,28.31923,
0.9372,28.32239,
5.125,28.32359,
1.125,28.33951,
16.281,28.34208,
4.5,28.34627,
10.031,28.35557,
4.8122,28.36619,
4.2188,28.37595,
0.5312,28.37786,
2.0312,28.41006,
6.8437,28.41575,
6.5312,28.4172,
4,28.41984,
1.4375,28.4404,
15.0625,28.4434,
0.906,28.45363,
7.0628,28.4635,
5.125,28.46601,
11.75,28.4753,
0.5,28.47904,
0.5,28.48179,
1,28.4957,
0.531,28.49614,
7.6878,28.50358,
0.5,28.50532,
0.8125,28.50649,
4.406,28.51356,
2.4685,28.51666,
3.9065,28.52383,
2.7813,28.5267,
0.5,28.53722,
2.25,28.53722,
4.1875,28.53722,
2.875,28.54114,
3.594,28.55204,
1.125,28.56072,
1.5315,28.569,
1.656,28.56901,
1.125,28.58345,
2.0312,28.5994,
2.9685,28.60737,
3.1878,28.61925,
4.1875,28.6364,
2.7812,28.6387,
1.344,28.64594,
1.2187,28.66437,
0.625,28.67615,
3.1875,28.71283,
1.125,28.72468,
6.5625,28.72795,
6.875,28.7346,
1.8438,28.73501,
6.4685,28.77948,
1.25,28.7894,
8,28.79805,
5,28.8071,
9.625,28.81858,
1.625,28.82332,
1.3125,28.84157,
4.9062,28.85511,
1.125,28.86646,
0.5935,28.8763,
2.0312,28.88263,
0.719,28.8828,
1.625,28.8869,
0.8125,28.90394,
3.7813,28.92212,
1.0315,28.9261,
0.719,28.93713,
1.9375,28.93876,
0.5,28.94412,
1.656,28.95048,
1.4372,29.00951,
2.125,29.02162,
7.5625,29.03151,
2.25,29.04584,
5.8438,29.04584,
2.0313,29.06067,
1,29.09671,
5.219,29.09857,
0.9375,29.11049,
0.625,29.18075,
1.3437,29.20234,
0.5,29.2234,
1.3435,29.24147,
2.0315,29.25296,
0.8125,29.27432,
2.4685,29.33655,
0.5313,29.34018,
1.5312,29.35348,
11.7812,29.37834,
2.344,29.39967,
7.5625,29.40326,
1.219,29.44505,
1.4378,29.44548,
0.8128,29.46757,
2.125,29.48181,
0.906,29.55447,
9.4065,29.56553,
0.5,29.57016,
2.5625,29.5756,
1.844,29.58273,
6.656,29.60142,
0.7188,29.61141,
3.0935,29.62307,
1.2188,29.67563,
0.625,29.68689,
3.375,29.73942,
1.3437,29.74144,
1.4375,29.76597,
0.5313,29.77736,
2.0625,29.79818,
0.5,29.80913,
2.125,29.83087,
1.125,29.83748,
1.625,29.92158,
0.719,29.95504,
3.0935,29.96137,
1.625,29.96773,
0.8128,29.9762,
0.6875,29.99043,
0.594,30.06097,
0.7185,30.09295,
5.4065,30.11055,
1.25,30.14574,
0.719,30.19418,
0.5938,30.21859,
6.875,30.22634,
0.8438,30.24022,
2.5622,30.32837,
0.625,30.3537,
0.5,30.3831,
0.9372,30.42618,
0.625,30.43857,
0.5313,30.48237,
0.7188,30.48482,
0.5313,30.49462,
0.5937,30.53567,
0.625,30.65649,
3.875,30.68762,
1.9378,30.69543,
2.4687,30.72797,
2.75,30.74126,
1.4372,30.74689,
1.156,30.75668,
1.219,30.78365,
1.0312,30.79136,
2.3437,30.92555,
0.9375,30.95681,
1.125,31.03756,
0.8122,31.05703,
1.4375,31.10244,
1.125,31.13662,
0.5938,31.16299,
1.125,31.18286,
0.7187,31.22567,
1.219,31.37105,
0.8122,31.389,
1.0315,31.38905,
0.5,31.45582,
0.5312,31.52694,
0.8128,31.63781,
0.8125,31.64656,
0.5,31.85253,
1.0312,31.85599,
0.9062,31.89767,
0.5313,32.11243,
0.5,32.4176,
1.125,32.46751,
0.8125,32.73338,
0.625,32.81553,
0.594,32.94318,
0.594,32.94531,
0.531,33.12295,
0.5,33.21234,
0.5,33.53658,
0.8122,33.88996,
0.5313,33.94809,
0.5,34.35038,
0.5312,34.6926,
0.8125,35.12604,
0.531,35.8562,
0.5,36.78072,
0.5,,86.33429
0.5,,86.2728
0.5,,86.2728
0.5,,81.08283
0.5,,81.00569
0.5,,78.96649
0.5,,78.96342
0.5,,78.63427
0.5,,78.40513
0.5,,78.07301
0.5,,77.11274
0.5,,76.91378
0.5,,76.85824
0.5,,76.74453
0.5,,76.34161
0.5,,75.77523
0.5,,75.43256
0.5,,75.17987
0.5,,74.81689
0.5,,74.75576
0.5,,74.74411
0.5,,74.42232
0.5,,74.21805
0.5,,73.79013
0.5,,73.06838
0.5,,72.09507
0.5,,71.7545
0.5,,70.89899
0.5,,70.15767
0.5,,69.7958
0.5,,68.17708
0.5,,68.13047
0.5,,66.61988
0.5,,66.58246
0.5,,66.49502
0.5,,65.68176
0.5,,65.5379
0.5,,65.5365
0.5,,65.5197
0.5,,65.39875
0.5,,65.30071
0.5,,65.12419
0.5,,65.02265
0.5,,64.98409
0.5,,64.95027
0.5,,64.69283
0.5,,64.61803
0.5,,64.17546
0.5,,64.14251
0.5,,64.05315
0.5,,63.99945
0.5,,63.74067
0.5,,63.72331
0.5,,63.70596
0.5,,63.6929
0.5,,63.67269
0.5,,63.4348
0.5,,63.42086
0.5,,63.39243
0.5,,63.3732
0.5,,63.30589
0.5,,63.3012
0.5,,63.14946
0.5,,63.14864
0.5,,63.11784
0.5,,63.09661
0.5,,63.08679
0.5,,63.07059
0.5,,63.01367
0.5,,62.97869
0.5,,62.88275
0.5,,62.79948
0.5,,62.75637
0.5,,62.7397
0.5,,62.62998
0.5,,62.56413
0.5,,62.56302
0.5,,62.55278
0.5,,62.53983
0.5,,62.5336
0.5,,62.51495
0.5,,62.43228
0.5,,62.39747
0.5,,62.32847
0.5,,62.15388
0.5,,62.11498
0.5,,62.05255
0.5,,62.01471
0.5,,62.01176
0.5,,61.97833
0.5,,61.91808
0.5,,61.91504
0.5,,61.90259
0.5,,61.88857
0.5,,61.87285
0.5,,61.79031
0.5,,61.75782
0.5,,61.71025
0.5,,61.62518
0.5,,61.60794
0.5,,61.59983
0.5,,61.56822
0.5,,61.51524
0.5,,61.49202
0.5,,61.48388
0.5,,61.47858
0.5,,61.45339
0.5,,61.44614
0.5,,61.44465
0.5,,61.42171
0.5,,61.42097
0.5,,61.41246
0.5,,61.40985
0.5,,61.38316
0.5,,61.25035
0.5,,61.23821
0.5,,61.23033
0.5,,61.22614
0.5,,61.20602
0.5,,61.20263
0.5,,61.19424
0.5,,61.17663
0.5,,61.14991
0.5,,61.14575
0.5,,61.12691
0.5,,61.12459
0.5,,61.09989
0.5,,61.06299
0.5,,61.04334
0.5,,60.99619
0.5,,60.9892
0.5,,60.86598
0.5,,60.85717
0.5,,60.82186
0.5,,60.81696
0.5,,60.77869
0.5,,60.77051
0.5,,60.75199
0.5,,60.74849
0.5,,60.74554
0.5,,60.72215
0.5,,60.72055
0.5,,60.71293
0.5,,60.69068
0.5,,60.64192
0.5,,60.63545
0.5,,60.62803
0.5,,60.57334
0.5,,60.55699
0.5,,60.54785
0.5,,60.53434
0.5,,60.50934
0.5,,60.48643
0.5,,60.45383
0.5,,60.41049
0.5,,60.39849
0.5,,60.39696
0.5,,60.38551
0.5,,60.3822
0.5,,60.35417
0.5,,60.34289
0.5,,60.27005
0.5,,60.23928
0.5,,60.23677
0.5,,60.17925
0.5,,60.15599
0.5,,60.13361
0.5,,60.04305
0.5,,60.03384
0.5,,60.02176
0.5,,60.01906
0.5,,60.01872
0.5,,59.99359
0.5,,59.9696
0.5,,59.96837
0.5,,59.92989
0.5,,59.92008
0.5,,59.91884
0.5,,59.90683
0.5,,59.90669
0.5,,59.90034
0.5,,59.887
0.5,,59.86626
0.5,,59.85825
0.5,,59.85559
0.5,,59.84134
0.5,,59.81073
0.5,,59.79478
0.5,,59.74505
0.5,,59.74222
0.5,,59.72865
0.5,,59.7244
0.5,,59.70053
0.5,,59.69143
0.5,,59.6774
0.5,,59.64511
0.5,,59.5867
0.5,,59.58404
0.5,,59.52836
0.5,,59.52254
0.5,,59.4922
0.5,,59.4056
0.5,,59.38495
0.5,,59.38056
0.5,,59.3223
0.5,,59.29827
0.5,,59.25255
0.5,,59.21468
0.5,,59.2012
0.5,,59.19398
0.5,,59.16351
0.5,,59.13521
0.5,,59.13183
0.5,,59.10106
0.5,,59.09032
0.5,,59.08543
0.5,,59.06358
0.5,,59.04215
0.5,,59.04178
0.5,,59.00111
0.5,,58.98983
0.5,,58.96732
0.5,,58.92113
0.5,,58.91939
0.5,,58.89793
0.5,,58.89761
0.5,,58.87856
0.5,,58.83151
0.5,,58.80835
0.5,,58.78714
0.5,,58.78642
0.5,,58.76265
0.5,,58.74888
0.5,,58.74679
0.5,,58.73493
0.5,,58.71877
0.5,,58.68259
0.5,,58.68005
0.5,,58.6637
0.5,,58.60746
0.5,,58.60395
0.5,,58.60322
0.5,,58.55153
0.5,,58.54421
0.5,,58.52104
0.5,,58.51215
0.5,,58.48566
0.5,,58.47824
0.5,,58.47659
0.5,,58.46781
0.5,,58.46303
0.5,,58.46238
0.5,,58.46157
0.5,,58.44928
0.5,,58.44164
0.5,,58.44122
0.5,,58.37351
0.5,,58.35935
0.5,,58.35416
0.5,,58.34924
0.5,,58.28915
0.5,,58.27165
0.5,,58.23672
0.5,,58.22229
0.5,,58.17422
0.5,,58.17301
0.5,,58.14158
0.5,,58.14123
0.5,,58.11617
0.5,,58.1138
0.5,,58.03157
0.5,,58.01935
0.5,,58.01437
0.5,,58.01157
0.5,,57.97573
0.5,,57.95257
0.5,,57.93624
0.5,,57.92512
0.5,,57.90585
0.5,,57.8847
0.5,,57.87256
0.5,,57.84596
0.5,,57.83913
0.5,,57.82453
0.5,,57.81667
0.5,,57.77666
0.5,,57.77232
0.5,,57.67131
0.5,,57.657
0.5,,57.65555
0.5,,57.64898
0.5,,57.63084
0.5,,57.58231
0.5,,57.55318
0.5,,57.53975
0.5,,57.5224
0.5,,57.52001
0.5,,57.51744
0.5,,57.40775
0.5,,57.40705
0.5,,57.40282
0.5,,57.394
0.5,,57.39193
0.5,,57.34259
0.5,,57.32061
0.5,,57.29005
0.5,,57.24412
0.5,,57.2379
0.5,,57.20772
0.5,,57.19954
0.5,,57.19513
0.5,,57.19508
0.5,,57.16381
0.5,,57.13779
0.5,,57.11851
0.5,,57.06559
0.5,,57.03811
0.5,,57.02466
0.5,,57.01691
0.5,,57.0072
0.5,,57.00136
0.5,,56.98716
0.5,,56.97252
0.5,,56.94542
0.5,,56.9345
0.5,,56.92258
0.5,,56.9112
0.5,,56.82508
0.5,,56.82208
0.5,,56.7438
0.5,,56.72935
0.5,,56.69596
0.5,,56.67617
0.5,,56.66766
0.5,,56.66358
0.5,,56.6605
0.5,,56.63331
0.5,,56.60435
0.5,,56.60161
0.5,,56.528
0.5,,56.50653
0.5,,56.48961
0.5,,56.48048
0.5,,56.45483
0.5,,56.44724
0.5,,56.39788
0.5,,56.38276
0.5,,56.34025
0.5,,56.30942
0.5,,56.29565
0.5,,56.27473
0.5,,56.25161
0.5,,56.21228
0.5,,56.19094
0.5,,56.16495
0.5,,56.13437
0.5,,56.10812
0.5,,56.05541
0.5,,56.0031
0.5,,56.00039
0.5,,55.99711
0.5,,55.98594
0.5,,55.96003
0.5,,55.94943
0.5,,55.91917
0.5,,55.91685
0.5,,55.91306
0.5,,55.90825
0.5,,55.83459
0.5,,55.80698
0.5,,55.79023
0.5,,55.77369
0.5,,55.75716
0.5,,55.68724
0.5,,55.59453
0.5,,55.52691
0.5,,55.4533
0.5,,55.40433
0.5,,55.36863
0.5,,55.36612
0.5,,55.34227
0.5,,55.31102
0.5,,55.30577
0.5,,55.2939
0.5,,55.24767
0.5,,55.21646
0.5,,55.21375
0.5,,55.20148
0.5,,55.20023
0.5,,55.19933
0.5,,55.19791
0.5,,55.13345
0.5,,55.12804
0.5,,55.11211
0.5,,55.02144
0.5,,55.0096
0.5,,54.99106
