i status r z
<type 'numpy.int64'> <type 'numpy.int64'> <type 'numpy.float64'> <type 'numpy.float64'>
931 0 0.05809 -1.86767
932 0 0.05913 6.732
933 0 0.05809 5.06767
934 0 0.11555 5.20441
935 0 0.1157 6.59196
936 0 0.05929 5.57978
937 0 0.05809 6.22033
938 0 0.05913 4.556
939 0 0.05929 6.09199
940 0 0.05929 -1.99601
941 0 0.05928 5.70848
942 0 0.05913 6.604
943 0 0.05929 5.19601
944 0 0.06279 -4.42697
945 0 0.05929 -4.55622
946 0 0.05929 -6.22022
947 0 0.05929 -6.60378
948 0 0.05929 -6.73249
949 0 0.06279 -6.09097
950 0 0.11555 -4.56439
951 0 0.11545 -6.74075
952 0 0.11896 -4.41871
953 0 0.11555 -6.22839
954 0 0.11555 -6.59561
955 0 0.11896 -6.08271
956 0 2.69738 -8.37097
957 0 2.69744 8.37113
958 0 0.35953 -2.5445
959 0 0.33537 -2.48335
960 0 0.16447 0.35175
961 0 0.20912 -7.05914
962 0 0.22332 -2.49652
963 0 0.27664 -2.46014
964 0 0.39263 -0.80561
965 0 2.48641 -8.52779
966 0 2.48642 8.52781
967 0 2.57803 -8.39218
968 0 2.5781 8.39235
969 0 0.1935 7.61262
970 0 0.1935 -7.61262
971 0 0.18042 4.13075
972 0 0.17715 -5.47331
973 0 0.19893 1.44836
974 0 0.261 1.43859
975 0 0.38199 4.11648
976 0 0.42549 7.78938
977 0 3.91021 6.03691
978 0 3.91018 -6.03691
979 0 0.11501 0.38759
980 0 0.13659 -0.18288
981 0 0.24026 3.95827
982 0 0.30048 3.95392
983 0 0.30694 -3.08994
984 0 0.06404 2.50069
985 0 0.06311 2.38576
986 0 0.1171 2.47901
987 0 0.11616 2.40674
988 0 3.38895 -8.8887
989 0 3.38895 8.8887
990 0 0.58563 7.95355
991 0 0.2469 -3.34593
992 0 0.14081 -0.31539
993 0 0.32664 -6.10195
994 0 0.32828 -4.43787
995 0 0.33071 5.69829
996 0 0.07573 -5.83804
997 0 0.07574 -4.17402
998 0 0.46641 7.95179
999 0 0.02892 3.97986
1000 0 0.34998 -6.05086
1001 0 0.35162 -4.38678
1002 0 0.35747 5.74981
1003 0 0.12609 7.27514
1004 0 0.12609 -1.32486
1005 0 0.12487 -7.27458
1006 0 1.10031 -8.53933
1007 0 1.10031 8.53933
1008 0 3.37925 2.59566
1009 0 3.37925 -2.59564
1010 0 0.27208 -7.78665
1011 0 0.27796 7.78533
1012 0 0.06476 0.24657
1013 0 0.34323 4.2196
1014 0 0.32952 4.16629
1015 0 0.31769 1.99097
1016 0 0.3567 2.03356
1017 0 0.05671 3.2637
1018 0 0.20725 0.71756
1019 0 0.24087 -0.11158
1020 0 0.27292 -5.02932
1021 0 0.02689 -1.29271
1022 0 0.02689 7.30729
1023 0 0.02669 -7.30719
1024 0 0.222 5.58034
1025 0 0.22076 -6.60432
1026 0 0.22021 -4.55514
1027 0 0.22021 -6.21914
1028 0 0.20938 5.77284
1029 0 0.20758 -4.37041
1030 0 0.21088 4.22976
1031 0 0.2086 -6.79571
1032 0 0.20758 -6.03441
1033 0 0.03057 2.05965
1034 0 0.03128 2.8279
1035 0 0.20883 -2.05965
1036 0 0.20943 5.51597
1037 0 0.20892 6.02815
1038 0 0.20899 5.25983
1039 0 0.20896 -4.6196
1040 0 0.20896 -6.2836
1041 0 0.20944 -6.53999
1042 0 0.20962 -4.87154
1043 0 0.17467 7.2493
1044 0 0.17467 -1.3507
1045 0 0.17381 -7.24676
1046 0 1.7453 8.39739
1047 0 1.7453 -8.39739
1048 0 0.16693 -3.93585
1049 0 0.16648 -5.60214
1050 0 0.11828 -3.89854
1051 0 0.06115 -3.91517
1052 0 0.06051 -5.57893
1053 0 0.1173 -5.56402
1054 0 0.33632 2.5985
1055 0 0.06359 7.24877
1056 0 0.06359 -1.35123
1057 0 0.06237 -7.2482
1058 0 0.05904 0.36905
1059 0 0.29607 -0.27651
1060 0 1.32286 8.37402
1061 0 1.32285 -8.37405
1062 0 0.35719 -6.77294
1063 0 0.32992 -6.72078
1064 0 0.169 0.28583
1065 0 0.27154 5.61072
1066 0 0.27009 -6.63465
1067 0 0.26975 -4.52475
1068 0 0.26975 -6.18875
1069 0 0.03025 0.18307
1070 0 0.2079 -2.96503
1071 0 0.1548 -2.93961
1072 0 0.12526 0.23992
1073 0 1.66445 8.20792
1074 0 1.66353 -8.20821
1075 0 0.02575 -0.91258
1076 0 0.20369 -2.82948
1077 0 0.15925 -4.95436
1078 0 0.27652 4.08474
1079 0 0.18521 -4.27122
1080 0 0.18521 -5.93522
1081 0 0.05942 -3.54832
1082 0 0.21212 6.91674
1083 0 0.21126 -1.68248
1084 0 0.14904 6.92251
1085 0 0.14818 -1.67671
1086 0 3.5134 -7.82351
1087 0 3.5134 7.82351
1088 0 0.18323 0.08265
1089 0 0.38579 -3.97265
1090 0 0.382 -5.63507
1091 0 0.05556 -7.95695
1092 0 0.05556 7.95695
1093 0 0.13138 0.12312
1094 0 0.14932 -6.92541
1095 0 0.21838 -6.92562
1096 0 0.47097 7.88664
1097 0 0.07995 -8.82273
1098 0 0.07995 8.82273
1099 0 0.06469 7.52012
1100 0 0.06469 -7.52012
1101 0 0.15099 -5.00362
1102 0 0.07328 -3.15857
1103 0 0.03185 7.05295
1104 0 0.03185 -1.54705
1105 0 0.02912 -7.05223
1106 0 0.30767 -2.95251
1107 0 0.32196 -3.00026
1108 0 0.17287 -3.99799
1109 0 0.17276 -5.66256
1110 0 0.07001 -2.65181
1111 0 0.89008 -8.32637
1112 0 0.89008 8.32637
1113 0 0.32969 -5.05243
1114 0 0.3567 -5.1011
1115 0 0.38409 -3.02041
1116 0 0.22073 6.09688
1117 0 0.22015 5.19287
1118 0 0.27106 6.13496
1119 0 0.2706 5.15475
1120 0 0.22007 -1.99306
1121 0 0.2704 -1.95498
1122 0 0.02623 -6.28434
1123 0 0.02503 4.492
1124 0 0.02623 -6.53966
1125 0 0.02623 -4.62034
1126 0 0.02623 -2.06034
1127 0 0.02503 6.54
1128 0 0.02623 5.26034
1129 0 0.02503 -1.804
1130 0 0.02503 4.748
1131 0 0.02503 5.004
1132 0 0.02503 6.796
1133 0 0.02838 -2.3136
1134 0 0.02607 -4.87502
1135 0 0.02503 6.284
1136 0 0.02623 5.51566
1137 0 0.02622 5.77236
1138 0 0.02623 6.02766
1139 0 0.02623 -6.79636
1140 0 0.02973 -6.02709
1141 0 0.02973 -4.36309
1142 0 0.02846 4.23571
1143 0 0.39132 7.73529
1144 0 0.02547 -3.85249
1145 0 0.02487 -5.516
1146 0 0.15456 1.39039
1147 0 0.1715 1.33307
1148 0 0.20863 4.87539
1149 0 0.16024 4.65213
1150 0 0.16218 5.61491
1151 0 0.16058 -1.89611
1152 0 0.16124 6.19384
1153 0 0.16066 5.09592
1154 0 0.16252 6.70077
1155 0 0.16079 -4.52093
1156 0 0.16095 -6.6389
1157 0 0.16079 -6.18493
1158 0 0.14509 4.87539
1159 0 0.20562 6.41493
1160 0 0.14628 6.41289
1161 0 0.85507 -8.16355
1162 0 0.85651 8.16529
1163 0 0.37556 -5.00436
1164 0 0.02453 0.91296
1165 0 0.21695 -2.18199
1166 0 0.14803 -2.18426
1167 0 0.14877 5.90012
1168 0 0.2179 5.89987
1169 0 0.1489 5.38794
1170 0 0.21841 5.38794
1171 0 0.2156 4.35186
1172 0 0.14968 4.35889
1173 0 0.1489 -4.74724
1174 0 0.2184 -4.74724
1175 0 0.14889 -6.41197
1176 0 0.21839 -6.41197
1177 0 0.91367 8.46852
1178 0 0.91368 -8.46852
1179 0 0.02524 -0.67505
1180 0 0.52545 7.9836
1181 0 0.02318 2.444
1182 0 0.12589 -7.59294
1183 0 0.12589 7.59294
1184 0 0.05922 -0.85114
1185 0 0.38261 5.64613
1186 0 0.38627 5.11785
1187 0 0.37661 -4.48927
1188 0 0.37527 -6.15364
1189 0 0.20066 -3.33108
1190 0 0.16181 3.62393
1191 0 0.14051 3.679
1192 0 0.02453 0.42778
1193 0 0.02246 3.212
1194 0 0.02438 0.67222
1195 0 0.16132 6.13129
1196 0 0.16064 4.58595
1197 0 0.16209 5.67401
1198 0 0.16066 -1.95865
1199 0 0.16074 5.15846
1200 0 0.16292 6.63459
1201 0 0.1607 -4.46182
1202 0 0.16086 -6.698
1203 0 0.1607 -6.12582
1204 0 0.02324 -2.82648
1205 0 0.02305 -3.33873
1206 0 0.06788 1.605
1207 0 0.74195 -8.1873
1208 0 0.81218 -8.2018
1209 0 0.81386 8.20321
1210 0 0.74363 8.18871
1211 0 3.92366 2.09659
1212 0 3.92366 -2.09659
1213 0 0.29755 -0.08488
1214 0 0.36467 -5.21866
1215 0 0.33458 -4.01251
1216 0 0.34502 -4.06606
1217 0 0.33335 -5.67763
1218 0 0.34378 -5.73119
1219 0 0.21875 -6.09103
1220 0 0.26838 -6.11974
1221 0 0.26944 -6.70299
1222 0 0.26838 -4.45574
1223 0 0.21875 -4.42703
1224 0 0.22001 -6.73177
1225 0 0.27164 5.68026
1226 0 0.22201 5.70897
1227 0 0.38603 -1.91654
1228 0 0.38538 6.17036
1229 0 0.38243 -6.66977
1230 0 0.11827 -2.35725
1231 0 0.06277 -2.36876
1232 0 0.18584 -7.52161
1233 0 0.18584 7.52161
1234 0 0.11321 -3.35992
1235 0 0.06219 -3.38936
1236 0 0.06691 -5.46199
1237 0 0.1237 -5.48975
1238 0 0.05699 0.85178
1239 0 0.02376 -7.90664
1240 0 0.02376 7.90664
1241 0 0.11682 -0.86505
1242 0 0.12553 7.54173
1243 0 0.12553 -7.54173
1244 0 0.15948 -0.75901
1245 0 0.25117 -0.38267
1246 0 0.3071 -0.40039
1247 0 0.26691 -2.70058
1248 0 0.3174 -2.74063
1249 0 0.16265 -2.39554
1250 0 0.16218 -2.45425
1251 0 0.32782 3.05831
1252 0 0.22793 7.87465
1253 0 0.22573 -7.87496
1254 0 0.14273 5.26875
1255 0 0.14257 -2.06858
1256 0 0.14098 6.52724
1257 0 0.14261 5.78078
1258 0 0.14266 6.01922
1259 0 0.1425 4.47718
1260 0 0.14277 5.50741
1261 0 0.14345 -2.29851
1262 0 0.1426 -6.80485
1263 0 0.1427 -6.29253
1264 0 0.14279 -6.53144
1265 0 0.1462 -4.36176
1266 0 0.1475 4.23897
1267 0 0.1462 -6.02576
1268 0 0.14249 -4.86341
1269 0 0.1427 -4.62853
1270 0 2.92768 8.12741
1271 0 2.92758 -8.12723
1272 0 0.27263 -0.81342
1273 0 0.23481 7.56141
1274 0 0.23481 -7.56141
1275 0 0.11299 0.86719
1276 0 0.2876 0.94695
1277 0 0.76203 -8.56824
1278 0 0.76202 8.56824
1279 0 0.13978 6.29711
1280 0 0.14023 -1.7926
1281 0 0.13938 4.99152
1282 0 0.14107 6.80724
1283 0 0.13983 4.75987
1284 0 0.02302 -7.55885
1285 0 0.02302 7.55885
1286 0 3.54071 -8.56569
1287 0 3.54071 8.56569
1288 0 0.06216 -1.2428
1289 0 0.06216 7.3572
1290 0 0.06195 -7.3571
1291 0 0.12802 -0.12414
1292 0 0.12365 -3.48621
1293 0 0.24144 -0.18117
1294 0 0.3414 1.92285
1295 0 0.14842 -7.04934
1296 0 0.1584 -1.54843
1297 0 0.15842 7.05096
1298 0 0.16007 -3.38034
1299 0 0.22375 8.33315
1300 0 0.22375 -8.33315
1301 0 0.29315 -4.10266
1302 0 0.29315 -5.76668
1303 0 2.20841 8.24261
1304 0 2.20846 -8.24269
1305 0 0.1535 -3.5963
1306 0 0.24332 -3.53379
1307 0 0.30792 -3.53813
1308 0 0.15303 -8.65108
1309 0 0.15303 8.65108
1310 0 0.06704 -0.62747
1311 0 1.04773 8.22771
1312 0 1.04773 -8.22771
1313 0 0.1541 0.75982
1314 0 0.35394 -0.36146
1315 0 0.34943 -0.30298
1316 0 0.06608 -0.11611
1317 0 0.3323 0.39204
1318 0 0.36011 0.44594
1319 0 0.80357 -8.28818
1320 0 0.80357 8.28818
1321 0 0.25249 0.82858
1322 0 0.27905 0.60708
1323 0 0.32055 0.65489
1324 0 0.06069 -0.95946
1325 0 0.12466 7.3409
1326 0 0.12466 -1.2591
1327 0 0.12445 -7.3408
1328 0 1.19291 -8.41362
1329 0 1.19292 8.41362
1330 0 0.27629 -3.99074
1331 0 0.23152 -4.02245
1332 0 0.23145 -5.6868
1333 0 0.27623 -5.65508
1334 0 3.79386 1.93609
1335 0 3.79386 -1.93609
1336 0 0.29648 -0.93959
1337 0 0.23604 -0.92406
1338 0 3.63143 2.04695
1339 0 3.63143 -2.04695
1340 0 0.34834 2.69762
1341 0 0.96675 -8.26021
1342 0 0.96675 8.26021
1343 0 0.15105 0.17912
1344 0 0.10893 -2.84954
1345 0 0.05701 -2.87591
1346 0 0.2112 -3.59254
1347 0 0.22517 3.62255
1348 0 0.34765 -2.91013
1349 0 0.26117 -3.40961
1350 0 0.42815 8.23799
1351 0 0.42818 -8.23794
1352 0 0.21629 -5.57126
1353 0 0.21695 -3.90457
1354 0 3.55685 -8.79437
1355 0 3.55685 8.79437
1356 0 0.27226 -4.96249
1357 0 0.22181 -4.93052
1358 0 0.12209 -0.65678
1359 0 0.12824 3.57486
1360 0 0.22886 4.17275
1361 0 0.27695 4.14701
1362 0 0.15233 -2.87294
1363 0 0.25065 -2.92864
1364 0 0.34814 2.95284
1365 0 0.28788 2.44033
1366 0 0.29513 -0.21311
1367 0 0.22341 0.9322
1368 0 0.30591 1.67869
1369 0 0.11777 -3.54754
1370 0 0.13815 -3.66708
1371 0 0.0587 0.96055
1372 0 0.24606 1.65413
1373 0 0.36091 8.35871
1374 0 0.36094 -8.35865
1375 0 0.34776 -0.18211
1376 0 3.08574 -8.20519
1377 0 3.08574 8.2052
1378 0 0.26766 -3.93499
1379 0 0.26734 -5.59997
1380 0 0.24466 -2.24104
1381 0 0.20286 -2.2958
1382 0 0.21693 -1.55665
1383 0 0.24262 -1.62568
1384 0 0.24072 6.97352
1385 0 0.21504 7.04255
1386 0 0.11829 -0.93263
1387 0 0.11282 -4.9165
1388 0 0.37706 0.35041
1389 0 1.89608 8.15834
1390 0 1.90208 -8.16942
1391 0 0.69272 -8.32597
1392 0 0.6927 8.32603
1393 0 0.35076 -0.12347
1394 0 1.81806 8.1618
1395 0 1.82203 -8.17076
1396 0 0.23794 -5.74484
1397 0 0.23795 -4.08082
1398 0 2.99573 -8.44683
1399 0 2.99574 8.44686
1400 0 1.97556 8.25583
1401 0 1.9767 -8.25832
1402 0 0.23364 6.35948
1403 0 0.2338 4.94173
1404 0 0.23536 6.84846
1405 0 0.23398 -1.74962
1406 0 0.23554 4.80794
1407 0 0.20214 6.30494
1408 0 0.19814 4.99425
1409 0 0.19988 4.75542
1410 0 0.19864 -1.79646
1411 0 0.20001 6.80163
1412 0 0.4481 -8.49746
1413 0 0.44808 8.49752
1414 0 0.1147 0.93522
1415 0 0.221 2.44051
1416 0 1.19631 8.18079
1417 0 1.19631 -8.18081
1418 0 0.23946 -3.65094
1419 0 0.05671 -4.92733
1420 0 2.54357 8.25502
1421 0 2.54351 -8.25485
1422 0 0.22055 -5.51671
1423 0 0.22205 -3.84912
1424 0 0.27399 -5.50064
1425 0 0.27516 -3.83477
1426 0 0.27825 -3.03803
1427 0 0.22121 -3.02667
1428 0 1.74326 -8.25131
1429 0 1.74419 8.25102
1430 0 1.55742 8.23264
1431 0 1.55741 -8.23267
1432 0 1.29772 -8.21275
1433 0 1.29773 8.21271
1434 0 0.1939 -8.2178
1435 0 0.1939 8.2178
1436 0 2.43832 8.25249
1437 0 2.43831 -8.25246
1438 0 3.17792 -5.51675
1439 0 3.17793 5.51676
1440 0 3.17708 -6.54281
1441 0 3.17708 6.54281
1442 0 3.15559 5.66701
1443 0 3.15553 -5.66701
1444 0 3.18079 -4.73148
1445 0 3.18079 4.73148
1446 0 3.15494 6.39171
1447 0 3.15488 -6.39171
1448 0 0.62756 8.46393
1449 0 0.62758 -8.46387
1450 0 3.17938 -1.92974
1451 0 1.12724 8.26184
1452 0 1.12724 -8.26184
1453 0 3.17103 -4.89465
1454 0 3.17103 4.89465
1455 0 0.08773 8.20395
1456 0 0.08773 -8.20395
1457 0 0.0445 8.26393
1458 0 0.0445 -8.26393
1459 0 3.18616 -7.27963
1460 0 3.18615 7.27962
1461 0 3.18014 -4.02999
1462 0 3.22217 4.02568
1463 0 3.1835 4.15138
1464 0 3.18019 -4.15423
1465 0 3.16356 7.14267
1466 0 3.16357 -7.14268
