i status r z
<type 'numpy.int64'> <type 'numpy.int64'> <type 'numpy.float64'> <type 'numpy.float64'>
734 0 1.33e-10 3.933e-09
735 0 2.12e-10 -7.15e-10
736 0 3.3e-11 3.085e-09
737 0 3.1e-11 1.667e-09
738 0 2.7e-10 -2.27e-09
739 0 3.6e-11 -6.4e-11
740 0 1.453e-09 1.2426e-08
741 0 1.453e-09 -1.2426e-08
742 0 2.18e-10 -8.992e-09
743 0 2.18e-10 8.992e-09
744 0 1.509e-09 -9.976e-09
745 0 1.509e-09 9.976e-09
746 0 1.613e-09 -8.125e-09
747 0 1.617e-09 8.126e-09
748 0 3.02e-10 -1.414e-09
749 0 3.5e-11 3.08e-10
750 0 7.2e-11 -6.083e-09
751 0 7.2e-11 -5.077e-09
752 0 7.2e-11 4.035e-09
753 0 3.1e-11 1.811e-09
754 0 1.33e-10 4.007e-09
755 0 1.35e-10 -6.053e-09
756 0 1.32e-10 -5.106e-09
757 0 3.39e-10 3.89e-09
758 0 3.04e-10 3.832e-09
759 0 3.5e-11 -2.816e-09
760 0 1.71e-10 -5.441e-09
761 0 1.96e-10 -5.386e-09
762 0 1.93e-10 3.726e-09
763 0 1.32e-10 -1.353e-09
764 0 3.7e-11 -5.778e-09
765 0 5.6e-11 3.149e-09
766 0 1.91e-10 -1.662e-09
767 0 3e-11 -1.75e-10
768 0 1.32e-10 1.611e-09
769 0 3.6e-11 -2.309e-09
770 0 4.52e-10 -7.749e-09
771 0 4.52e-10 7.749e-09
772 0 1.35e-10 1.276e-09
773 0 3.61e-10 -7.679e-09
774 0 3.61e-10 7.679e-09
775 0 2.9e-11 -1.299e-09
776 0 2.679e-09 -1.3327e-08
777 0 2.679e-09 1.3327e-08
778 0 2.64e-10 -7.57e-09
779 0 2.64e-10 7.57e-09
780 0 1.15e-10 5.324e-09
781 0 1.13e-10 6.475e-09
782 0 1.15e-10 5.836e-09
783 0 1.14e-10 5.961e-09
784 0 1.18e-10 -3.152e-09
785 0 1.15e-10 5.452e-09
786 0 1.14e-10 4.425e-09
787 0 1.13e-10 -3.66e-09
788 0 1.12e-10 -3.786e-09
789 0 1.15e-10 -4.3e-09
790 0 1.14e-10 -6.861e-09
791 0 1.17e-10 4.297e-09
792 0 1.17e-10 -6.346e-09
793 0 1.14e-10 -6.474e-09
794 0 1.15e-10 -4.684e-09
795 0 1.18e-10 -4.813e-09
796 0 3.74e-10 1.23e-10
797 0 2.34e-10 -5.156e-09
798 0 5.9e-11 -8.132e-09
799 0 5.9e-11 8.132e-09
800 0 1.12e-10 -3.274e-09
801 0 1.12e-10 6.349e-09
802 0 1.12e-10 -4.174e-09
803 0 1.12e-10 4.939e-09
804 0 1.12e-10 4.812e-09
805 0 1.13e-10 6.86e-09
806 0 1.15e-10 -8.134e-09
807 0 1.15e-10 8.134e-09
808 0 3.28e-10 7.903e-09
809 0 3.28e-10 -7.903e-09
810 0 1.07e-10 3.16e-09
811 0 1.21e-10 6.988e-09
812 0 1.18e-10 -6.989e-09
813 0 2.93e-10 -7.691e-09
814 0 2.93e-10 7.691e-09
815 0 1.88e-10 -2.13e-10
816 0 1.15e-10 -3.905e-09
817 0 1.15e-10 4.695e-09
818 0 1.16e-10 -4.056e-09
819 0 1.15e-10 -3.543e-09
820 0 1.16e-10 4.544e-09
821 0 1.14e-10 5.056e-09
822 0 1.15e-10 6.743e-09
823 0 5.9e-11 -3.916e-09
824 0 1.16e-10 5.572e-09
825 0 5.9e-11 4.684e-09
826 0 1.16e-10 6.08e-09
827 0 1.15e-10 6.231e-09
828 0 1.15e-10 -3.392e-09
829 0 5.8e-11 -3.532e-09
830 0 1.15e-10 5.717e-09
831 0 5.8e-11 5.068e-09
832 0 5.9e-11 6.732e-09
833 0 1.16e-10 6.592e-09
834 0 1.16e-10 5.204e-09
835 0 5.9e-11 5.58e-09
836 0 5.9e-11 -4.044e-09
837 0 5.9e-11 4.556e-09
838 0 5.9e-11 6.22e-09
839 0 5.9e-11 6.092e-09
840 0 5.8e-11 -3.404e-09
841 0 5.9e-11 5.708e-09
842 0 5.9e-11 6.604e-09
843 0 5.9e-11 5.196e-09
844 0 5.9e-11 -4.428e-09
845 0 5.9e-11 -4.556e-09
846 0 5.8e-11 -6.604e-09
847 0 5.9e-11 -6.732e-09
848 0 1.16e-10 -4.564e-09
849 0 1.16e-10 -6.74e-09
850 0 1.15e-10 -4.419e-09
851 0 1.15e-10 -6.592e-09
852 0 3.44e-10 -8.178e-09
853 0 3.44e-10 8.178e-09
854 0 3.59e-10 -1.398e-09
855 0 1.64e-10 3.52e-10
856 0 2.09e-10 -7.059e-09
857 0 3.93e-10 -8.06e-10
858 0 2.34e-10 -5.658e-09
859 0 7.1e-11 -1.255e-09
860 0 2.421e-09 8.892e-09
861 0 2.405e-09 -8.889e-09
862 0 1.8e-10 -6.179e-09
863 0 1.8e-10 4.131e-09
864 0 1.8e-10 -4.981e-09
865 0 1.99e-10 1.448e-09
866 0 2.61e-10 1.439e-09
867 0 8.469e-09 1.291e-08
868 0 8.469e-09 -1.291e-08
869 0 3.82e-10 4.116e-09
870 0 1.15e-10 3.88e-10
871 0 1.37e-10 -1.83e-10
872 0 3.01e-10 -6.001e-09
873 0 2.43e-10 -6.003e-09
874 0 2.4e-10 3.958e-09
875 0 3e-10 3.954e-09
876 0 3.05e-10 -2.314e-09
877 0 2.97e-10 -5.624e-09
878 0 6.4e-11 2.501e-09
879 0 6.3e-11 2.386e-09
880 0 1.17e-10 2.479e-09
881 0 1.16e-10 2.407e-09
882 0 3.68e-10 7.854e-09
883 0 3.68e-10 -7.854e-09
884 0 2.47e-10 -2.055e-09
885 0 1.41e-10 -3.15e-10
886 0 3.31e-10 -4.44e-09
887 0 3.32e-10 5.698e-09
888 0 2.9e-11 -5.132e-09
889 0 2.9e-11 3.98e-09
890 0 2.9e-11 -6.028e-09
891 0 3.39e-10 -5.946e-09
892 0 3.47e-10 -4.386e-09
893 0 3.63e-10 5.751e-09
894 0 1.26e-10 7.275e-09
895 0 1.25e-10 -7.275e-09
896 0 1.35e-10 -1.287e-09
897 0 6.8e-11 -1.365e-09
898 0 3.49e-10 -5.648e-09
899 0 6.5e-11 2.47e-10
900 0 3.43e-10 4.22e-09
901 0 3.3e-10 4.166e-09
902 0 3.18e-10 1.991e-09
903 0 3.57e-10 2.034e-09
904 0 2.7e-11 -5.512e-09
905 0 5.7e-11 3.264e-09
906 0 6.057e-09 -1.1735e-08
907 0 6.057e-09 1.1735e-08
908 0 2.07e-10 7.18e-10
909 0 2.41e-10 -1.12e-10
910 0 3.28e-10 -5.217e-09
911 0 2.7e-11 7.307e-09
912 0 2.7e-11 -7.307e-09
913 0 2.21e-10 5.58e-09
914 0 2.21e-10 -4.556e-09
915 0 2.02e-10 -3.09e-09
916 0 2.09e-10 5.772e-09
917 0 2.08e-10 -4.365e-09
918 0 2.11e-10 4.23e-09
919 0 2.02e-10 -6.801e-09
920 0 3.1e-11 2.06e-09
921 0 3.1e-11 2.828e-09
922 0 2.09e-10 5.516e-09
923 0 2.09e-10 5.26e-09
924 0 2.09e-10 -4.62e-09
925 0 2.11e-10 -6.28e-09
926 0 2.13e-10 -4.879e-09
927 0 1.75e-10 7.249e-09
928 0 1.74e-10 -7.247e-09
929 0 6.234e-09 2.712e-09
930 0 6.234e-09 -2.712e-09
931 0 4.575e-09 -1.3585e-08
932 0 4.575e-09 1.3585e-08
933 0 5.507e-09 1.3575e-08
934 0 5.507e-09 -1.3575e-08
935 0 3.36e-10 2.599e-09
936 0 6.4e-11 7.249e-09
937 0 6.2e-11 -7.248e-09
938 0 5.9e-11 3.69e-10
939 0 3.01e-10 -1.1879e-08
940 0 3.01e-10 1.1879e-08
941 0 2.96e-10 -2.77e-10
942 0 3.3e-11 -1.55e-09
943 0 1.69e-10 2.86e-10
944 0 2.7e-10 5.611e-09
945 0 2.7e-10 -4.525e-09
946 0 3e-11 1.83e-10
947 0 8.484e-09 -6.777e-09
948 0 8.484e-09 6.777e-09
949 0 2.11e-10 -2.436e-09
950 0 1.57e-10 -2.46e-09
951 0 1.25e-10 2.4e-10
952 0 2.6e-11 -9.13e-10
953 0 2.06e-10 -2.572e-09
954 0 2.77e-10 4.085e-09
955 0 2.72e-10 -5.029e-09
956 0 2.74e-10 -6.132e-09
957 0 6.119e-09 7.893e-09
958 0 6.119e-09 -7.893e-09
959 0 4.195e-09 -1.2974e-08
960 0 4.195e-09 1.2974e-08
961 0 3.83e-10 -6.151e-09
962 0 3.82e-10 -5.011e-09
963 0 6.7e-11 -1.85e-09
964 0 2.12e-10 6.917e-09
965 0 1.49e-10 6.923e-09
966 0 1.83e-10 8.3e-11
967 0 1.31e-10 1.23e-10
968 0 2.194e-09 1.0429e-08
969 0 2.195e-09 -1.043e-08
970 0 2.17e-10 -6.926e-09
971 0 1.48e-10 -6.926e-09
972 0 6.977e-09 1.2961e-08
973 0 6.977e-09 -1.2961e-08
974 0 7.3e-11 -2.241e-09
975 0 3.2e-11 7.053e-09
976 0 2.9e-11 -7.052e-09
977 0 7.3e-11 -2.747e-09
978 0 2.4e-11 -7.567e-09
979 0 2.4e-11 7.567e-09
980 0 6.4e-11 -8.021e-09
981 0 6.4e-11 8.021e-09
982 0 2.2e-10 5.193e-09
983 0 2.71e-10 5.155e-09
984 0 3.26e-09 1.279e-08
985 0 3.26e-09 -1.279e-08
986 0 2.8e-11 -6.284e-09
987 0 2.5e-11 -4.108e-09
988 0 2.5e-11 4.492e-09
989 0 2.5e-11 -6.54e-09
990 0 2.6e-11 -4.62e-09
991 0 2.5e-11 -3.34e-09
992 0 2.5e-11 6.54e-09
993 0 2.6e-11 5.26e-09
994 0 2.5e-11 -3.852e-09
995 0 2.5e-11 -3.596e-09
996 0 2.5e-11 4.748e-09
997 0 3e-11 -3.087e-09
998 0 2.5e-11 6.796e-09
999 0 2.5e-11 5.004e-09
1000 0 2.8e-11 -4.876e-09
1001 0 2.5e-11 6.284e-09
1002 0 2.6e-11 5.516e-09
1003 0 2.6e-11 5.772e-09
1004 0 2.5e-11 6.028e-09
1005 0 2.6e-11 -6.796e-09
1006 0 2.6e-11 -4.364e-09
1007 0 2.8e-11 4.236e-09
1008 0 6.74e-10 8.183e-09
1009 0 6.74e-10 -8.183e-09
1010 0 7.79e-09 2.448e-09
1011 0 7.79e-09 -2.448e-09
1012 0 1.55e-10 1.39e-09
1013 0 1.72e-10 1.333e-09
1014 0 2.09e-10 4.875e-09
1015 0 1.59e-10 -3.948e-09
1016 0 1.6e-10 4.652e-09
1017 0 1.61e-10 5.615e-09
1018 0 1.61e-10 -3.499e-09
1019 0 1.59e-10 6.188e-09
1020 0 1.61e-10 5.096e-09
1021 0 1.62e-10 6.701e-09
1022 0 1.61e-10 -4.521e-09
1023 0 1.59e-10 -6.636e-09
1024 0 1.45e-10 4.875e-09
1025 0 2.8e-11 -8.194e-09
1026 0 2.8e-11 8.194e-09
1027 0 6.93e-10 -1.2411e-08
1028 0 6.93e-10 1.2411e-08
1029 0 2.14e-10 -3.209e-09
1030 0 2.06e-10 6.415e-09
1031 0 2.15e-10 -4.241e-09
1032 0 1.46e-10 -3.211e-09
1033 0 1.47e-10 6.412e-09
1034 0 1.47e-10 -4.238e-09
1035 0 3.026e-09 1.1882e-08
1036 0 3.66e-09 1.1444e-08
1037 0 3.026e-09 -1.1883e-08
1038 0 3.661e-09 -1.1445e-08
1039 0 2.29e-10 -5.467e-09
1040 0 2.53e-10 -5.412e-09
1041 0 6.6e-11 7.525e-09
1042 0 6.6e-11 -7.525e-09
1043 0 1.857e-09 -1.3096e-08
1044 0 1.857e-09 1.3096e-08
1045 0 2.5e-11 9.13e-10
1046 0 2.07e-10 -3.72e-09
1047 0 1.47e-10 -3.722e-09
1048 0 1.49e-10 5.897e-09
1049 0 2.15e-10 5.89e-09
1050 0 1.49e-10 5.388e-09
1051 0 2.18e-10 5.388e-09
1052 0 2.16e-10 4.352e-09
1053 0 1.5e-10 4.359e-09
1054 0 1.5e-10 -4.749e-09
1055 0 2.19e-10 -4.749e-09
1056 0 1.48e-10 -6.409e-09
1057 0 2.11e-10 -6.404e-09
1058 0 7.35e-09 1.3539e-08
1059 0 7.35e-09 -1.3539e-08
1060 0 2.5e-11 -6.75e-10
1061 0 5.616e-09 2.443e-09
1062 0 5.616e-09 -2.443e-09
1063 0 3.25e-10 -5.057e-09
1064 0 3.36e-10 -5.112e-09
1065 0 3.28e-10 -6.106e-09
1066 0 3.42e-10 -6.053e-09
1067 0 2.3e-11 2.444e-09
1068 0 2e-10 -2.07e-09
1069 0 6.992e-09 5.845e-09
1070 0 6.992e-09 -5.845e-09
1071 0 5.9e-11 -8.51e-10
1072 0 3.86e-10 -3.985e-09
1073 0 3.84e-10 5.646e-09
1074 0 3.84e-10 -4.49e-09
1075 0 1.62e-10 3.624e-09
1076 0 1.41e-10 3.679e-09
1077 0 2.5e-11 4.28e-10
1078 0 2.2e-11 3.212e-09
1079 0 2.4e-11 6.72e-10
1080 0 1.6e-10 -4.014e-09
1081 0 1.6e-10 6.122e-09
1082 0 1.61e-10 4.586e-09
1083 0 1.61e-10 5.674e-09
1084 0 1.61e-10 -3.433e-09
1085 0 1.62e-10 6.634e-09
1086 0 1.61e-10 5.158e-09
1087 0 1.61e-10 -4.462e-09
1088 0 1.58e-10 -6.698e-09
1089 0 2.4e-11 -2.574e-09
1090 0 2.4e-11 -2.062e-09
1091 0 6.8e-11 1.605e-09
1092 0 1.39e-10 -8.2e-09
1093 0 1.39e-10 8.2e-09
1094 0 2.98e-10 -8.5e-11
1095 0 2.1e-11 7.691e-09
1096 0 2.1e-11 -7.691e-09
1097 0 2.59e-10 -6.709e-09
1098 0 2.11e-10 -6.736e-09
1099 0 2.69e-10 -4.458e-09
1100 0 2.2e-10 -4.429e-09
1101 0 2.71e-10 5.68e-09
1102 0 2.21e-10 5.709e-09
1103 0 3.83e-10 5.121e-09
1104 0 3.447e-09 2.439e-09
1105 0 3.447e-09 -2.439e-09
1106 0 1.2e-10 -3.039e-09
1107 0 6.4e-11 -3.031e-09
1108 0 4.684e-09 9.679e-09
1109 0 4.348e-09 1.0354e-08
1110 0 4.35e-09 -1.0359e-08
1111 0 4.686e-09 -9.683e-09
1112 0 5.7e-11 8.52e-10
1113 0 1.17e-10 -8.65e-10
1114 0 3.8e-10 -2.385e-09
1115 0 1.59e-10 -7.59e-10
1116 0 2.51e-10 -3.83e-10
1117 0 3.07e-10 -4e-10
1118 0 2.22e-10 -1.562e-09
1119 0 2.874e-09 9.227e-09
1120 0 2.888e-09 -9.259e-09
1121 0 5.8e-11 7.738e-09
1122 0 5.8e-11 -7.738e-09
1123 0 1.64e-10 -2.999e-09
1124 0 1.62e-10 -2.941e-09
1125 0 3.28e-10 3.058e-09
1126 0 6.296e-09 -5.414e-09
1127 0 6.296e-09 5.414e-09
1128 0 2.48e-10 -1.365e-09
1129 0 1.43e-10 5.269e-09
1130 0 1.41e-10 6.527e-09
1131 0 1.42e-10 6.013e-09
1132 0 1.42e-10 5.78e-09
1133 0 1.42e-10 4.477e-09
1134 0 1.43e-10 5.507e-09
1135 0 1.45e-10 -3.096e-09
1136 0 1.42e-10 -3.607e-09
1137 0 1.42e-10 -6.806e-09
1138 0 1.4e-10 -3.839e-09
1139 0 1.47e-10 -6.288e-09
1140 0 1.42e-10 -6.527e-09
1141 0 1.42e-10 -4.356e-09
1142 0 1.48e-10 4.239e-09
1143 0 1.48e-10 -4.871e-09
1144 0 1.43e-10 -4.629e-09
1145 0 2.73e-10 -8.13e-10
1146 0 1.13e-10 8.67e-10
1147 0 2.94e-10 -5.277e-09
1148 0 2.88e-10 9.47e-10
1149 0 1.13e-10 -2.042e-09
1150 0 6.2e-11 -2.013e-09
1151 0 7.299e-09 -2.147e-09
1152 0 7.299e-09 2.147e-09
1153 0 6.2e-11 -5.558e-09
1154 0 1.4e-10 -3.326e-09
1155 0 1.4e-10 6.297e-09
1156 0 1.39e-10 4.992e-09
1157 0 1.4e-10 -4.122e-09
1158 0 1.41e-10 6.807e-09
1159 0 1.4e-10 4.76e-09
1160 0 5.596e-09 -9.806e-09
1161 0 5.97e-09 -1.0494e-08
1162 0 5.595e-09 9.805e-09
1163 0 5.97e-09 1.0494e-08
1164 0 6.2e-11 7.357e-09
1165 0 6.2e-11 -7.357e-09
1166 0 1.28e-10 -1.24e-10
1167 0 2.41e-10 -1.81e-10
1168 0 3.41e-10 1.923e-09
1169 0 1.48e-10 -7.049e-09
1170 0 1.59e-10 7.051e-09
1171 0 1.59e-10 -8.084e-09
1172 0 1.59e-10 8.084e-09
1173 0 7.16e-10 -1.3524e-08
1174 0 7.16e-10 1.3524e-08
1175 0 4.719e-09 -1.2326e-08
1176 0 4.719e-09 1.2326e-08
1177 0 4.419e-09 -1.1704e-08
1178 0 4.419e-09 1.1704e-08
1179 0 6.7e-11 -6.27e-10
1180 0 1.54e-10 7.6e-10
1181 0 7.25e-10 -8.027e-09
1182 0 7.25e-10 8.027e-09
1183 0 3.54e-10 -3.61e-10
1184 0 3.49e-10 -3.03e-10
1185 0 6.6e-11 -1.16e-10
1186 0 3.32e-10 3.92e-10
1187 0 3.6e-10 4.46e-10
1188 0 3.62e-10 -1.326e-09
1189 0 1.26e-10 -1.916e-09
1190 0 1.59e-10 -2.022e-09
1191 0 2.52e-10 8.29e-10
1192 0 4.07e-10 8.338e-09
1193 0 4.07e-10 -8.338e-09
1194 0 2.66e-10 -3.009e-09
1195 0 2.16e-10 -3.03e-09
1196 0 6.21e-10 8.145e-09
1197 0 6.21e-10 -8.145e-09
1198 0 2.79e-10 6.07e-10
1199 0 3.21e-10 6.55e-10
1200 0 6.1e-11 -9.59e-10
1201 0 1.25e-10 7.341e-09
1202 0 1.24e-10 -7.341e-09
1203 0 3.93e-10 -7.74e-09
1204 0 3.93e-10 7.74e-09
1205 0 2.96e-10 -9.4e-10
1206 0 2.36e-10 -9.24e-10
1207 0 9.85e-10 -1.0274e-08
1208 0 9.85e-10 1.0274e-08
1209 0 2.48e-09 8.222e-09
1210 0 6.889e-09 -8.439e-09
1211 0 6.889e-09 8.439e-09
1212 0 3.812e-09 -5.13e-09
1213 0 3.812e-09 5.13e-09
1214 0 3.217e-09 -8.828e-09
1215 0 3.203e-09 8.792e-09
1216 0 3.48e-10 2.698e-09
1217 0 1.51e-10 1.79e-10
1218 0 1.1e-10 -2.551e-09
1219 0 5.8e-11 -2.525e-09
1220 0 2.77e-10 -4.965e-09
1221 0 2.3e-10 -4.938e-09
1222 0 2.29e-10 -6.222e-09
1223 0 2.77e-10 -6.195e-09
1224 0 2.25e-10 3.623e-09
1225 0 2.22e-10 8.107e-09
1226 0 2.06e-10 8.188e-09
1227 0 2.22e-10 -8.107e-09
1228 0 2.06e-10 -8.188e-09
1229 0 2.63e-09 8.163e-09
1230 0 3.02e-10 -1.87e-09
1231 0 2.39e-10 -1.876e-09
1232 0 3.61e-10 -2.499e-09
1233 0 6.17e-09 4.018e-09
1234 0 6.584e-09 3.347e-09
1235 0 6.584e-09 -3.347e-09
1236 0 6.17e-09 -4.018e-09
1237 0 2.6e-10 -1.993e-09
1238 0 4.6e-11 -7.631e-09
1239 0 4.6e-11 7.631e-09
1240 0 9.2e-11 -7.634e-09
1241 0 9.2e-11 7.634e-09
1242 0 1.22e-10 -6.57e-10
1243 0 1.28e-10 3.575e-09
1244 0 2.29e-10 4.173e-09
1245 0 2.77e-10 4.147e-09
1246 0 1.55e-10 -2.526e-09
1247 0 2.58e-10 -2.481e-09
1248 0 1.26e-10 -1.854e-09
1249 0 3.48e-10 2.953e-09
1250 0 2.88e-10 2.44e-09
1251 0 4.901e-09 -2.706e-09
1252 0 4.901e-09 2.706e-09
1253 0 2.95e-10 -2.13e-10
1254 0 2.23e-10 9.32e-10
1255 0 3.06e-10 1.679e-09
1256 0 3.801e-09 2.171e-09
1257 0 3.799e-09 -2.169e-09
1258 0 5.9e-11 9.61e-10
1259 0 3.552e-09 -7.378e-09
1260 0 3.544e-09 7.437e-09
1261 0 6.726e-09 -9.222e-09
1262 0 6.726e-09 9.222e-09
1263 0 5.954e-09 -9.209e-09
1264 0 5.954e-09 9.209e-09
1265 0 2.46e-10 1.654e-09
1266 0 1.22e-10 -5.535e-09
1267 0 3.12e-10 -2.46e-09
1268 0 3.2e-10 -2.405e-09
1269 0 3.48e-10 -1.82e-10
1270 0 3.75e-09 3.526e-09
1271 0 3.75e-09 -3.526e-09
1272 0 6.707e-09 2.197e-09
1273 0 6.707e-09 -2.197e-09
1274 0 2.04e-10 -3.832e-09
1275 0 2.35e-10 -3.777e-09
1276 0 2.43e-10 6.974e-09
1277 0 2.17e-10 7.043e-09
1278 0 1.18e-10 -9.33e-10
1279 0 3.77e-10 3.5e-10
1280 0 3.536e-09 5.59e-09
1281 0 3.51e-10 -1.23e-10
1282 0 2.4e-10 -3.275e-09
1283 0 2.4e-10 -4.173e-09
1284 0 2.35e-10 6.849e-09
1285 0 2.38e-10 6.354e-09
1286 0 2.36e-10 4.808e-09
1287 0 2.34e-10 4.942e-09
1288 0 2.16e-10 -1.0988e-08
1289 0 2.16e-10 1.0988e-08
1290 0 2e-10 -3.329e-09
1291 0 1.99e-10 4.994e-09
1292 0 2e-10 6.802e-09
1293 0 2.06e-10 6.3e-09
1294 0 2e-10 4.755e-09
1295 0 2e-10 -4.119e-09
1296 0 4.424e-09 2.168e-09
1297 0 4.422e-09 -2.166e-09
1298 0 1.15e-10 9.35e-10
1299 0 2.21e-10 2.441e-09
1300 0 1.193e-09 -8.405e-09
1301 0 1.193e-09 8.405e-09
1302 0 8.572e-09 4.641e-09
1303 0 8.572e-09 -4.641e-09
1304 0 1.42e-09 -1.3635e-08
1305 0 1.42e-09 1.3635e-08
1306 0 6.644e-09 4.669e-09
1307 0 7.397e-09 4.668e-09
1308 0 7.397e-09 -4.668e-09
1309 0 6.644e-09 -4.669e-09
1310 0 4.857e-09 -1.1086e-08
1311 0 5.568e-09 -1.1099e-08
1312 0 4.857e-09 1.1085e-08
1313 0 5.568e-09 1.1098e-08
1314 0 1.306e-09 -8.364e-09
1315 0 1.306e-09 8.364e-09
1316 0 8.132e-09 1.3576e-08
1317 0 8.132e-09 -1.3576e-08
1318 0 2.22e-10 -2.376e-09
1319 0 2.77e-10 -2.366e-09
1320 0 7.39e-10 -8.106e-09
1321 0 7.39e-10 8.106e-09
1322 0 5.12e-10 -9.208e-09
1323 0 5.12e-10 9.208e-09
1324 0 2.516e-09 -8.497e-09
1325 0 2.52e-09 8.5e-09
1326 0 2.23e-09 -8.21e-09
1327 0 8.538e-09 2.13e-09
1328 0 8.538e-09 -2.13e-09
1329 0 7.96e-10 -8.103e-09
1330 0 7.96e-10 8.103e-09
1331 0 2e-10 -1.0299e-08
1332 0 2e-10 1.0299e-08
1333 0 2.887e-09 -8.383e-09
1334 0 2.889e-09 8.348e-09
1335 0 5.17e-10 -1.1419e-08
1336 0 5.17e-10 1.1419e-08
1337 0 1.591e-09 -8.446e-09
1338 0 1.614e-09 8.428e-09
1339 0 2.12e-09 -8.246e-09
1340 0 8.9e-11 -8.7e-09
1341 0 8.9e-11 8.7e-09
1342 0 4.95e-10 -9.969e-09
1343 0 4.95e-10 9.969e-09
1344 0 3.234e-09 7.099e-09
1345 0 1.002e-09 8.543e-09
1346 0 1.002e-09 -8.543e-09
1347 0 3.467e-09 3.969e-09
1348 0 3.467e-09 -3.969e-09
1349 0 9.07e-10 -1.0738e-08
1350 0 9.07e-10 1.0738e-08
1351 0 2.355e-09 -8.277e-09
1352 0 2.065e-09 8.243e-09
1353 0 1.007e-09 -1.1236e-08
1354 0 1.007e-09 1.1236e-08
1355 0 3.458e-09 7.885e-09
1356 0 3.458e-09 -7.889e-09
1357 0 1.784e-09 8.263e-09
1358 0 1.756e-09 -8.284e-09
1359 0 4.16e-10 -1.0654e-08
1360 0 4.16e-10 1.0654e-08
1361 0 9.49e-10 -8.961e-09
1362 0 9.49e-10 8.961e-09
1363 0 3.47e-09 4.751e-09
1364 0 3.47e-09 -4.751e-09
1365 0 3.428e-09 4.403e-09
1366 0 3.428e-09 -4.403e-09
1367 0 5.02e-10 -8.473e-09
1368 0 5.02e-10 8.473e-09
1369 0 1.44e-10 -8.402e-09
1370 0 1.44e-10 8.402e-09
1371 0 2.66e-10 -8.343e-09
1372 0 2.66e-10 8.343e-09
1373 0 3.07e-10 -8.703e-09
1374 0 3.07e-10 8.703e-09
1375 0 8.9e-11 -8.524e-09
1376 0 8.9e-11 8.524e-09
1377 0 2.352e-09 8.343e-09
1378 0 2.033e-09 -8.369e-09
1379 0 1.921e-09 8.232e-09
1380 0 1.887e-09 -8.271e-09
1381 0 2.174e-09 8.383e-09
1382 0 5.5e-11 -8.319e-09
1383 0 8.3e-11 -8.24e-09
1384 0 5.5e-11 8.319e-09
1385 0 8.3e-11 8.24e-09
1386 0 4.82e-10 -8.213e-09
1387 0 5.56e-10 -8.164e-09
1388 0 4.82e-10 8.213e-09
1389 0 5.56e-10 8.164e-09
1390 0 4.13e-10 8.174e-09
1391 0 4.13e-10 -8.174e-09
1392 0 1.022e-09 -8.207e-09
1393 0 1.022e-09 8.207e-09
1394 0 2.572e-09 -8.222e-09
1395 0 2.441e-09 -8.173e-09
1396 0 1.475e-09 -8.175e-09
1397 0 1.692e-09 -8.152e-09
1398 0 1.478e-09 8.173e-09
1399 0 1.698e-09 8.149e-09
