status Javgctr z Fbare0 Fbare1 Javgbtm i Fshear1 Fshear2 Fp2 Fshear0 r Fp1 Fp0 Fbarevol0 Fbarevol1 Fbarevol2 Javgtop Fbare2
<type 'numpy.int64'> <type 'numpy.float64'> <type 'numpy.float64'> <type 'numpy.float64'> <type 'numpy.float64'> <type 'numpy.float64'> <type 'numpy.int32'> <type 'numpy.float64'> <type 'numpy.float64'> <type 'numpy.float64'> <type 'numpy.float64'> <type 'numpy.float64'> <type 'numpy.float64'> <type 'numpy.float64'> <type 'numpy.float64'> <type 'numpy.float64'> <type 'numpy.float64'> <type 'numpy.float64'> <type 'numpy.float64'>
1 7.69699110346 -5.566e-09 3.80801743113 -0.276840337912 7.6977352151 242 -0.000215502774826 -0.0336995744029 -0.0672371712379 0.00181373947496 3.06e-10 0.00230278205421 0.135842548072 3.53539303932 0.0197949395133 0.28446285423 7.69652692449 0.391615455322
1 18.3340097161 2.111e-09 3.42726878893 -0.0466236654928 18.3361638133 243 0.000485466359275 -0.143634716491 -0.36268661177 0.00317684973079 3.06e-10 -0.00234977318189 0.104708225072 3.63082161429 0.0183141584994 -1.75955450299 18.3353577799 -1.54248662466
1 11.7243234083 -1.0664e-08 -0.393398555149 -0.0259105641018 11.7252130484 244 5.08093376784e-05 0.000880864832289 -0.0933488681075 -0.0010013489964 6.848e-09 0.00528946890389 0.0580188855335 0.240349237549 -7.73138344716e-05 -0.300633278064 11.7243780034 0.646617020427
1 11.3774121471 1.0664e-08 0.101215689342 0.252828589948 11.3782645904 245 -0.000262294457755 0.0010320839993 0.00213390955479 -8.40469511618e-05 6.846e-09 -0.0131365229561 -0.000345161643384 0.00382850937997 -0.045459339714 0.0133149299711 11.3772869409 0.151179448758
1 11.1507418674 5.717e-09 3.64965886797 0.0202628464493 11.1516289299 246 -0.000119045809949 -0.0658634340687 -0.185085038619 0.00141899004813 3.68e-10 0.0028820538741 0.1468474919 3.79836906017 0.0133885750524 -1.26022312782 11.1506922288 -1.10392688406
1 10.99969883 6.862e-09 0.590905252059 -0.0422867308405 11.0006679009 247 0.000467454447562 -0.151012030545 -0.723893745227 0.00103261975292 7.6e-11 0.023290913306 0.0596374384963 0.716590504766 0.0059393384747 -3.98712147832 10.9616883987 -3.58372276951
1 9.01099943395 8.123e-09 0.183449125678 0.067723325776 9.01184387788 248 0.000490402996793 -0.0316552102524 -0.494389556651 0.000387709756622 4.86e-10 0.000219710221357 0.00560300580023 0.0144382517437 -0.00970433594705 -2.81121484999 8.85242421238 -2.99289359273
1 8.00873285072 -4.229e-09 2.50293611552 0.00200719201049 8.00958493274 249 -8.37943872967e-05 -0.0638476711443 -0.243922752634 0.00149528489387 2.27e-10 -0.00181716357341 0.0503562430521 3.00246462828 0.0204065464657 -0.293169386973 8.00823668741 -0.223980758343
1 19.5772603868 3.083e-09 2.30342208436 -0.0319108210473 19.5792510479 250 0.000358485744014 -0.205829850952 -0.774628443647 0.000891955648516 2.31e-10 -0.0727928363713 0.0557598367956 2.78857144374 0.0100298052648 -1.07567293699 19.57824626 -0.868506446365
1 6.7423415445 -3.059e-09 0.946525106944 0.00762202720093 6.74296335502 251 -0.000474674064325 -0.0850216458755 -0.284248110299 0.000312411963647 8.9e-11 0.0141959059085 0.0314797708224 1.23312932741 0.00461426668959 -0.247932955364 6.74156286487 -0.210282970415
1 9.44374441649 -4.262e-09 1.01516041174 0.00255755517958 9.44505685227 252 0.000100449990204 -0.089715960875 -0.33587484197 0.000580516768265 8.9e-11 0.0102118188169 0.0414219751592 1.21792365773 0.00222690676387 -0.298229749603 9.44339266541 -0.325778033382
1 12.1843315649 3.057e-09 0.959012406654 0.0153424508639 12.1856379358 253 0.000308594164521 -0.161657438382 -0.57412590697 0.000401330157899 9.1e-11 -0.0360730161614 -0.0429789792584 1.1774720499 0.000176651869594 -0.717773758347 12.1847089688 -0.526690809855
1 6.40356381597 -2.997e-09 1.02766404755 0.0232608789287 6.40418237193 254 3.85372167871e-05 -0.07957628085 -0.270868102609 0.000485094015317 8.9e-11 -0.019060900073 0.0320519510572 1.227704602 -0.0112900812133 -0.234287907725 6.4026961544 -0.224074708613
1 9.32015363055 -4.326e-09 1.02579641711 -0.0237424139133 9.32149702037 255 -0.000223408469667 -0.0981046140418 -0.35021636562 -0.000119893156707 9e-11 0.016045509038 0.00482800957844 1.22293319305 0.00824738116553 -0.291217036182 9.31980761378 -0.222631054651
1 12.5018959652 2.994e-09 1.06428007971 0.00971576459812 12.5032445665 256 2.98324052783e-05 -0.167912919401 -0.568501076223 0.000654575061164 9e-11 -0.0288180704467 0.0228648634047 1.15425911117 -0.00520830813015 -0.741711581657 12.5024268296 -0.591662930479
1 8.75962957736 -7.273e-09 1.36682126199 -0.0108012363824 8.66364076226 257 -0.000572703469742 -0.079749489417 0.194614738776 -0.0033542137732 3.24e-10 0.0119367796079 0.135884044351 1.84427654161 0.025581346671 4.56162813961 8.75910299455 4.29247415098
1 8.50921662934 -4.437e-09 2.51206753738 -0.0671998775293 8.51039816724 258 0.000203514788346 -0.0615081348247 -0.246798152759 0.000665295656774 2.28e-10 0.00207357830998 0.0579182930032 3.03120566327 0.0251701152461 -0.254714190456 8.50874432943 -0.154739845435
1 14.085271602 2.882e-09 2.31292744973 0.0024990473385 14.0867944755 259 0.000301952482798 -0.13977151121 -0.506424679521 0.000252382917832 2.28e-10 0.0044963287633 0.0644890806716 2.83243438016 -0.00265486392029 -0.875487082589 14.0856321074 -0.76053378275
1 15.4659505619 -2.013e-09 2.48128963483 -0.0140117319346 15.6207717633 260 0.000644579743026 -0.149142528854 -0.526547263619 0.00148387250624 2.13e-10 -0.0568887727611 0.0211087135444 2.97084123837 -0.00571425876699 -0.726410147576 15.678187045 -0.715514420202
1 8.40306740197 -4.077e-09 1.84514236014 0.052636961664 8.40402216217 261 0.000818980869842 -0.0744810924703 -0.287699370579 0.000682267351103 1.67e-10 -0.0322897952585 0.0389419078071 2.28908081634 0.0257718130215 -0.351780941667 8.40261970148 -0.313083987819
1 7.29102923222 -3.362e-09 0.355861408451 -0.0184944978981 7.2915986128 262 -0.000356272404671 -0.0851302867066 -0.259134115549 9.58996734562e-05 3.2e-11 0.00904659655261 0.0216006851173 0.449154147342 0.013722664195 -0.268928199878 7.2903195436 -0.199734881775
1 8.79668898794 -5.166e-09 3.58122966981 -0.131577175099 8.79806395842 263 -0.000408195376726 -0.0490107764214 -0.0931724523552 0.00290574704963 3.45e-10 -0.000233343249396 0.141906412948 3.86968173468 0.00362337263447 -0.0339320942692 8.7962918981 0.051148895747
1 30.6605974526 2.22e-09 3.19626786882 -0.121454056834 30.6639836205 264 0.000216542528013 -0.163545797601 -0.770605063081 0.000313926502692 3.62e-10 -0.0497891452223 0.0797109501186 3.6331106979 -0.0605066044817 -2.00710430967 30.6634347279 -1.74605149524
1 7.58968432998 -5.686e-09 3.60675259899 -0.0555976211948 7.59071936221 265 0.000216144123063 -0.0373191387284 -0.1799194866 0.00168052369223 3.58e-10 0.0061719387072 0.0870795292036 4.13608357548 0.00568761875313 0.448784890546 7.58911615158 0.332462308793
1 21.9726625574 -2.668e-09 4.23993380903 0.0933932777366 21.9744561348 266 0.000179461801002 -0.130790573397 -0.593786507159 0.00142993159206 3.59e-10 0.00297249088905 0.0371375401192 4.76858748782 0.0753351959266 -0.999500099481 21.9730621427 -0.882188998777
1 20.7970657949 -2.745e-09 4.10111353867 -0.0477804244292 20.7987596417 267 -0.000748908470416 -0.120455818281 -0.523313888546 0.00161349167445 3.53e-10 -0.0088326788222 0.0330706335662 4.61316260152 -0.0125900091913 -0.857883336347 20.7974198756 -0.751816411629
1 7.70476315425 1.707e-09 3.48227216641 0.106512540131 7.94086216808 268 -0.000310578790861 -0.0786698874107 -0.227189437216 0.00118173281757 3.45e-10 -0.00433025249146 0.0329594688338 3.99340838626 0.131937720387 -0.962821200149 7.88361724957 -0.776638050256
1 7.68510107923 -5.453e-09 4.00535710425 0.0148870355647 7.68597645865 269 0.000128619590539 -0.0375953137511 -0.144114520618 0.00130000452766 3.78e-10 0.000751987265984 0.0876630006193 4.33327612185 0.0151700224631 0.249096974258 7.68458424768 0.228878013216
1 8.05918644523 -8.385e-09 -0.0221621969133 0.073808259902 8.06009424214 270 -8.69155655205e-05 -0.00606939815051 0.232859262609 0.000669582276679 8.75e-10 -0.00140053468546 -0.0116035405035 -0.0879911685016 -0.00498601978502 1.57485256053 8.05854549825 1.82092340413
1 28.0858277211 6.603e-09 2.15747712216 -0.0586567965302 28.0879421333 271 0.000260663319217 -0.166331861169 -0.934820273956 -0.00106102679347 2.73e-10 -0.0514195988375 0.16721223914 2.61669695103 0.016485235925 -4.23566645377 28.0683349513 -3.78484537696
1 9.01520643992 -3.489e-09 -0.554775832455 -0.28236189527 9.01669502909 272 -0.000369480671001 0.000201920688747 -0.0219312819507 -0.00107081427154 8.146e-09 0.0259128025579 0.0486156548309 0.141382367952 0.0788040862801 -0.0658336586357 9.01451367337 0.267234617934
1 11.1836693612 3.489e-09 -0.297583859893 0.109935155729 11.1848401236 273 -4.58762645484e-05 0.00051387842996 -0.0369188019383 -0.000909072130191 8.146e-09 -0.00735070616509 0.0365297219947 0.103867716415 -0.0278444585329 -0.0963087202438 11.1834137086 0.439874242913
1 17.1558112669 6.396e-09 3.01288706873 -0.0763515975972 17.1571538044 274 0.000144886102918 -0.097065174006 -0.336485256032 0.00103187392749 3.28e-10 -0.00748602861996 0.152432160898 3.15740431855 0.00995569572194 -2.89376388871 17.1563766839 -2.34928176506
1 26.9755816578 5.81e-10 4.22571681178 0.172644759827 28.8562763418 275 -0.00231809365576 -0.12201626573 -0.285295748644 0.00151502199068 3.49e-10 -0.0126427901389 0.100323561501 4.37420527432 0.137267509827 -0.556540457666 27.6711353289 -0.118870121008
1 8.47679445261 -8.028e-09 -0.0725483651752 0.055340218583 8.26523105007 276 -9.15682271876e-05 -0.0346327175493 0.358580927881 -0.00189601893919 5.66e-10 0.00908903093309 -0.00783866030791 0.0960809288655 0.00234593853578 3.08149506998 8.47649779087 3.20603694975
1 17.7818199283 2.009e-09 2.00989563168 0.0817608725549 18.4322013117 277 -0.000383873860001 -0.18351815075 -0.766924794712 0.00088630540239 2.14e-10 0.0353188023037 0.0138860017447 2.54787220665 0.0600399190065 -1.38182976875 18.4077237582 -1.16982363111
1 8.2369764871 -5.459e-09 2.19091683525 -0.00392902009177 8.23781976767 278 0.000170462738226 -0.0652837391345 -0.254413647496 0.00113517178097 2.1e-10 -0.0180175318543 0.0990912905074 2.7511397413 0.000709822763031 0.183121841341 8.2365625116 0.201849319646
1 8.99273271676 7.203e-09 0.195818563779 0.0623688314093 8.99336632405 279 -0.000352988087064 -0.132405866434 -0.779805996676 0.000747716590017 3.4e-11 0.0018768654983 0.0154149955361 0.238393917979 -0.00634046806981 -4.76063617558 8.89411976926 -4.33711621001
1 8.96169431143 -8.065e-09 0.137110152755 0.195829022065 8.82076394128 280 0.000379733617325 -0.039120868585 0.302661643921 -0.00086273106382 4.56e-10 -0.00119970834729 0.00629697136043 0.152078078712 -0.0208975577665 2.80119566769 8.96138395289 2.97081072343
1 8.31888518254 -7.175e-09 0.321104337443 -0.00406187639139 8.2228828246 281 0.0002081516974 -0.117780110314 0.0237640961889 0.000267254902489 4.2e-11 0.0042694495868 0.0139022903099 0.317778303901 -0.00406854370073 3.89961766959 8.31840732325 3.54269631606
1 12.9942518469 -4.18e-10 0.469176981762 -0.0599761291349 12.7489955081 282 -0.000357461983587 -0.142646288126 -0.623724634092 -0.000523981710412 4.4e-11 -0.029693873227 0.018620601236 0.612246543348 0.0138918111023 -0.33180940953 13.111078185 0.0242196054188
1 8.37475266558 -4.044e-09 2.47832115153 0.0379954435963 8.37558669279 283 0.000173019378713 -0.0636077509383 -0.237059863144 0.00132557421755 2.22e-10 -0.00218230440032 0.0691042728539 2.99106795659 0.0410506238309 -0.350384490335 8.37427937228 -0.264185843189
1 14.8369151101 6.494e-09 -0.320034202617 0.0197338306193 14.837348912 284 0.000150067195307 0.0021338307191 -0.0107572431394 0.00101507197169 5.2e-09 -0.00143920744439 0.00486735479054 -0.0242673004333 0.00400345605681 -0.0525288878832 14.8368492971 0.249739107188
1 22.1791334195 -6.494e-09 0.0561143366395 0.0382459115284 22.1815836712 285 -0.000621873813906 -0.00165317206899 -0.000914729848988 0.00114181284956 5.2e-09 -0.00102706560812 -0.0128607985201 -0.0563405208516 -0.00314813113452 -0.000170464537454 22.1799511368 -0.123694993202
1 17.6827042037 8.891e-09 -0.300107275129 0.0900701679892 17.6834086445 286 -0.000172844171793 0.00247801896503 -0.00191656548686 0.000263800836957 4.123e-09 -0.00597004467236 0.0047321100714 0.0110222868176 -0.00980432156672 -0.0196988556728 17.6829139779 -0.102945128181
1 8.85929614287 -8.883e-09 -0.752934217824 -0.0112269107263 8.86043759365 287 -0.000102427464422 -0.000939443583694 -0.0564901497378 -0.00202852053309 4.291e-09 -0.000381467965476 0.052910371363 0.172514284825 -0.00524646010443 -0.133130876742 8.85877680467 0.724032934514
1 8.17362770979 -8.077e-09 0.216239710142 -0.0714749521359 8.04986364794 288 -0.000429776344087 -0.0354105159926 0.286681282823 0.00019356142345 2.92e-10 0.00407401812311 0.0195712084999 0.148493767236 0.0132103299356 2.66083883714 8.17307182886 2.82030120019
1 8.30245094074 -3.276e-09 1.83196313664 -0.0265713724742 8.30370930054 289 5.26199702488e-05 -0.09059771184 -0.317358041583 0.000225457865588 1.61e-10 0.0079875866534 0.0346105731102 2.20517484713 0.00652765984185 -0.308993261338 8.30182874996 -0.222753150152
1 7.86225573208 -3.225e-09 2.1690904936 0.000876004251684 7.86308083789 290 -0.000210818927039 -0.0847692855752 -0.286720936749 0.00104093022938 1.98e-10 -0.0169868140435 0.051670524559 2.69037396077 0.00414602754141 -0.291753681792 7.86156279471 -0.296977878258
1 11.8221456165 3.281e-09 1.83760270736 0.0445691100335 11.8234684826 291 0.000471811127307 -0.140595068148 -0.494536955689 0.0007353343336 1.73e-10 0.0173064898887 0.024960368432 2.20558353907 -0.00148826140437 -0.634345223594 11.8223215374 -0.456986054742
1 14.2294716399 3.226e-09 2.09512425305 -0.0258858644112 14.2309427397 292 0.000294890080477 -0.142956309508 -0.539131786659 0.000629652623199 2.07e-10 -0.0357301368019 0.0541329029869 2.58449651843 0.0135370184968 -0.754907059393 14.2298362368 -0.636001155815
1 7.92942752047 6.232e-09 3.33299357737 0.0140326695222 7.92988708804 293 -0.000159901061892 -0.0754975415981 -0.274314893428 0.000906477371335 3.62e-10 0.000295386016393 0.110624515075 3.66402853103 0.013341951782 -2.05131109732 7.92920004305 -1.78920675361
1 13.7021221134 6.56e-10 1.75389108672 -0.0635558801634 14.2659145568 294 -0.000458619415524 -0.179867453934 -0.620519113539 0.000349540527184 1.56e-10 0.0569542283612 0.016136814746 2.12952414053 -0.0176810252891 -0.406412746682 14.0382577577 -0.349963675052
1 8.40817798913 -7.209e-09 1.79432698097 1.36962074716 8.35012814614 295 -0.000165321795668 -0.0502198511712 0.310047899727 0.000128954069594 2.8e-10 0.010295226846 0.148547519968 1.85027995809 0.0248206751558 4.28689728132 8.40776754267 -2.449633285
1 13.9034624934 -2.863e-09 3.55131318829 -0.0145019331661 13.9054875893 296 -0.000186529836366 -0.0926121058516 -0.417650925884 0.000814137166273 3.16e-10 0.00290418198847 0.0318314560272 4.16518430512 -0.00325597442221 -0.55947779557 13.9031259584 -0.455245622373
1 20.9122285296 -2.621e-09 3.65140248671 -0.00364961721089 20.9139511208 297 -0.000566823941036 -0.131601460173 -0.621798853399 0.00149756024299 3.13e-10 0.00175371314831 0.0923362209161 4.200785115 0.0261027328532 -0.874134968574 20.9124992702 -0.7491452761
1 7.98949753838 -5.212e-09 3.20007678962 -0.0117262715723 7.99063650999 298 0.000180033697098 -0.0521691595696 -0.231994492009 0.00139133114641 2.98e-10 -0.0153909190743 0.0967705537605 3.74382339966 0.0166275583815 0.0904630748868 7.98902204435 0.0410746462758
1 8.01179158049 -5.815e-09 3.60422710457 0.00883186310515 8.01287761415 299 -0.000182602993421 -0.0431042877127 -0.0578062943398 0.00198983059745 3.2e-10 -0.00356096575439 0.154809033723 3.63781328267 -0.0137147716372 0.55181658806 8.0113187095 0.394579730022
1 9.79735559528 8.169e-09 -0.0489751128296 -0.0674895671119 9.79809527871 300 0.000177832619806 -0.0460972682998 -0.481469430476 -0.000674988953812 2.96e-10 -0.0103136920053 0.0330978923063 0.0946852655686 0.00339274575787 -2.54632239087 9.69797632434 -2.80921222534
1 7.88298196885 -4.402e-09 2.98037499679 -0.0324370544597 7.8838507782 301 0.000232949824867 -0.0548339563564 -0.204085022116 0.0013648042665 2.76e-10 0.00820430396664 0.0708742322082 3.57758921685 0.00707582438788 -0.225560312381 7.88250785957 -0.16597239954
1 12.1791853653 2.917e-09 3.12065765362 0.0795577019263 12.1805150822 302 -6.12970762519e-05 -0.10688972437 -0.251482822728 0.000951223679048 2.76e-10 -0.00181074820892 0.107931031627 3.27201301735 -0.000807533071429 -0.753535619441 12.1801000524 -0.656303444517
1 8.21051003052 -7.151e-09 2.04496018968 0.0206850358983 8.07872224803 303 -0.000186460836459 -0.0410229874549 0.296056596775 0.000186163376084 3.09e-10 -0.00102902266817 0.171867208965 2.14435286502 -0.0106917729568 4.19883228194 8.2100095026 3.62496564893
1 16.7128744149 6.034e-09 1.68844878465 0.0704790454772 16.7142323302 304 9.4160881868e-05 -0.158288994559 -0.686216641787 0.000755525589774 1.79e-10 0.00616070210942 0.000855511891428 2.0922109887 0.00365185707113 -2.00055410925 16.7133221174 -1.72603341488
1 7.82890095478 -3.166e-09 1.75385255964 -0.0645201893621 7.82943659495 305 -0.000413032533651 -0.0911888270711 -0.299911102467 0.00112099456021 1.55e-10 0.0033706955204 0.0535833653861 2.12910902391 0.0097635968716 -0.284947374599 7.82821730476 -0.235502858527
1 8.91395479526 -4.145e-09 1.68757274537 0.0363733567207 8.91513497774 306 -0.000417779325358 -0.0860890015152 -0.315046544379 0.000823047081352 1.49e-10 0.0118150800397 0.0756086366152 2.0528866711 0.00706673836789 -0.367783121089 8.91351824078 -0.29511734
1 12.3298907641 3.168e-09 1.684260154 0.010736468455 12.3312507141 307 0.000455917539027 -0.153827708844 -0.516731242883 0.00114694579624 1.6e-10 -0.00975510406753 0.0546812754815 2.04080540023 -0.0108681711611 -0.679798315294 12.3300782587 -0.555397714232
1 8.81102489504 -6.715e-09 1.39613929793 -0.0388553228888 8.77726612757 308 0.000292892010295 -0.0678811645248 -0.153966035992 0.000483606468545 1.71e-10 0.0151576420576 0.0904726644649 1.82093049157 -0.00349188066863 2.48898964816 8.81068654559 2.39362015781
1 7.85959786839 -6.665e-09 1.69522695558 0.0733355972666 7.85765999343 309 0.000648660864851 -0.0592497432015 -0.124124991689 0.000752053207727 1.97e-10 -0.0217669198537 0.0976633470539 2.12408111178 -0.00282437769623 2.41261907699 7.85909672198 2.23789983384
1 26.9251239739 -1.78e-09 4.5413216132 -0.0292659599007 27.9764261806 310 -0.000541438251562 -0.124268359519 -0.598521497193 0.00182557930049 3.78e-10 0.00958929300872 0.0426039056092 4.98602895492 0.0070965803536 -1.27477569059 28.1412535061 -1.34465507985
1 27.8780983034 6.55e-09 1.69164321707 0.0294646631224 27.880318432 311 -0.00141976890595 -0.200536473074 -1.07466312588 0.000523633650652 2.09e-10 -0.00555093034725 0.101541156359 2.12734999887 0.00577617251091 -3.99274402871 27.8798445603 -3.51821323272
1 12.3133886861 6.489e-09 1.96394929684 0.0257348445063 12.3140601258 312 -0.000572551429339 -0.0818093308155 -0.488244295002 -0.000193449361565 2.28e-10 0.0128594012494 0.117226923291 2.44584956825 0.0030533325399 -2.92877655848 12.3136647029 -2.56138533969
1 8.24474944004 -7.802e-09 0.0857108002079 0.026856029523 8.13538039274 313 0.000224607302819 -0.0784218008123 0.240811764541 -0.000350113628613 3.7e-11 -0.00374889546214 -0.0139489071744 0.0632376368636 -0.0122701831784 3.43467624279 8.24436236523 3.81341742377
1 17.4326394177 7.802e-09 0.170642901284 -0.00235597395965 17.4335021139 314 0.000144864309163 -0.068048220442 -0.636543574018 0.000340523275335 3.6e-11 0.0036242568072 2.83568813668e-05 0.0280711180397 0.00833837859315 -3.93879087993 16.7100378168 -3.7859905736
1 8.02212444901 -6.531e-09 2.11844067522 -0.0144199494174 8.02242335907 315 0.000309733225545 -0.0564970514859 -0.130302755778 0.000609219543825 2.33e-10 -0.00874682396274 0.119104459485 2.5886078087 -0.000482677917216 2.01578824936 8.02168959176 1.71032995818
1 19.1135671555 5.933e-09 2.55205888397 0.0276529299733 19.115075968 316 0.000290965720709 -0.123613950909 -0.567587094394 0.0011263516876 2.81e-10 -0.0154803901584 0.0619018891062 3.12667872717 -0.0123970308295 -1.9988444623 19.1143981474 -1.68332971936
1 17.997919634 4.993e-09 2.79169038752 0.126338397929 17.9992574191 317 3.95381611562e-05 -0.131390009395 -0.290311472358 0.00117510725561 2.84e-10 -0.00362600344698 0.110275825132 3.14253210095 0.0809711335008 -0.966385728852 17.9982338798 -0.801778212765
1 18.3282141795 4.036e-09 0.71182178567 -0.0171564899368 18.3298251097 318 0.00129315332953 -0.199490827424 -0.865796656782 0.00127568767439 7.1e-11 -0.224167968204 0.0819194263083 0.918774247059 0.0133583702266 -0.758394500337 18.328892774 -0.619676690742
1 18.1338502788 -2.293e-09 4.30999344233 -0.0231483728996 18.1350710154 319 -0.00092466007884 -0.0999435957501 -0.225674463453 0.0018829482661 3.79e-10 0.000762204369799 0.144955258632 4.68397450653 0.0232152040136 -0.858215842678 18.1336695291 -1.00840275389
1 8.66564450664 -4.511e-09 3.92151063451 -0.0104976751472 8.6665200856 320 -0.000348285626656 -0.0441881323933 -0.0857232498521 0.00251229199705 3.74e-10 -0.00432563173137 0.145340684632 4.35350575892 0.00301843811581 0.0189853273036 8.66525055478 -0.0232783346024
1 15.6454632651 -1.478e-09 1.59212537395 0.0300226585857 16.0530837742 321 -0.000215830747303 -0.215329146621 -0.631811764319 -5.93529249359e-05 1.34e-10 -0.0261579928888 0.000621537652191 1.89180284851 -0.00824786002773 -0.707212011931 16.2805872348 -0.579462182353
1 10.2180578211 1.478e-09 1.36734140671 0.0537260859787 10.9354110713 322 0.000264159161493 -0.144650654803 -0.468809151087 0.00125145555219 1.34e-10 -0.00097761368755 0.0294516254145 1.64745156346 0.0461448708908 -0.789022951677 10.8375492507 -0.717903218613
1 16.9763441007 8.019e-09 0.266316951776 0.0817326701324 16.9778000501 323 0.000201096936997 -0.0328541364117 -0.493815059274 0.00197296207887 5.57e-10 0.000902392194104 -0.00978029284386 0.0167044143425 0.00556634728637 -3.33219739037 16.3693969732 -3.30428713655
1 10.2745706064 8.059e-09 0.102389688218 -0.111225547102 10.2751850378 324 -0.000183934725882 -0.0402810654141 -0.56390745871 0.00167946563929 5.02e-10 0.00981647515415 0.0134115490521 0.0430531948973 0.0190065024281 -3.17505755554 10.0655068929 -3.32626915545
1 10.4365995973 -6.25e-10 1.71019362897 -0.00882586462148 10.5434676855 325 0.000970663299901 -0.144795791578 -0.445597057384 0.00149653567691 1.48e-10 0.00595098689784 0.00744415451761 2.03745317142 0.0159512937328 -0.275484514247 10.7906501255 -0.302701464256
1 9.19230413934 -3.133e-09 -0.401300853064 -0.00477354202075 9.19359397751 326 0.000282343858933 -0.000573801484205 0.0287137414369 -0.000981012146072 7.547e-09 -0.00345559252065 0.0358752515546 0.116624342133 -0.0132070536642 0.0730403251542 9.19171973355 -0.329826702417
1 14.3445648472 3.133e-09 -0.471207691132 -0.134378576645 14.3457365139 327 -0.000484970638599 0.000344070385315 -0.00824460642796 -0.00128647018363 7.547e-09 0.0142767435264 0.0512676719091 0.185595864353 0.0463815621383 -0.0227644651718 14.3447427637 0.0761345759963
1 17.3684524585 5.602e-09 3.20105802207 0.0211570819515 17.3698509457 328 -5.3306182082e-05 -0.101287647601 -0.451264466421 0.000644728047996 3.38e-10 -0.0206827564184 0.0638606291198 3.70612820915 0.0195695697655 -1.45506785925 17.3690492362 -1.29969693721
1 17.9317185173 5.539e-09 3.36724612322 -0.0400834197001 17.9331484311 329 0.000288888446428 -0.103135001816 -0.26431396819 0.00224789856912 3.56e-10 0.00583633779763 0.134724892963 3.70933977966 0.011234944404 -1.3955223188 17.9324085339 -1.07575501661
1 9.48251009564 -4.978e-09 3.83907511812 0.017781062943 9.48294122742 330 0.000119425996593 -0.0893288183917 -0.252439766669 0.00140786685433 3.59e-10 -0.00379180337324 0.0625157885053 4.36547339966 -0.00122100999802 -0.0480571858346 9.48215491432 -0.103664119884
1 8.80290207032 -4.916e-09 3.8302608194 0.173216545267 8.80378131618 331 -0.000139191308761 -0.0485668592171 -0.0986920518707 0.00223356965537 3.43e-10 -0.00122912829977 0.14699995193 4.0748305414 -0.0120010115797 -0.00468967958519 8.80252774512 0.114594445271
1 12.1763723761 2.494e-09 3.74377665602 0.0391628795973 12.1778502603 332 0.000203868050875 -0.0908115905504 -0.228302397287 0.00211020768502 3.43e-10 0.00243443213187 0.133313443273 3.8712412505 -0.00745239841795 -1.03994966421 12.1774238 -0.959343350683
1 24.3870357138 2.545e-09 3.54345963199 -0.2158366383 24.3889716883 333 0.000313112237149 -0.0978364315046 -0.26903782181 0.000983463096883 3.62e-10 -0.00126841467502 0.13453789737 3.68597261764 -0.00120587410832 -1.58473361983 24.3885475233 -1.48184049334
1 29.6694201769 4.88e-10 1.65480534791 0.0205875109742 30.1384848339 334 5.63631642889e-06 -0.247934223003 -1.17471341389 0.00418987040377 1.67e-10 -0.0413648596772 -0.0698619704779 1.99895208873 0.0788785251878 -1.0839632205 29.6411788168 -1.1921411055
1 9.20274535393 -1.415e-09 0.48115883563 -0.0268954390085 9.15421642169 335 -0.00030931510462 -0.134899569281 -0.401641276301 -0.000214654745476 3.7e-11 0.00937261308389 0.0241260347446 0.51130273407 0.00220671352343 -0.377203838843 9.34358956226 -0.231128196564
1 9.67302861741 1.415e-09 0.367582729444 -0.174376511898 10.4378099421 336 -0.000399486649022 -0.152785146547 -0.455797992585 0.000706189734419 3.7e-11 -0.0375907632491 0.0190475699839 0.551058166617 -0.106291148335 -0.73295262888 10.3700062625 -0.74273702691
1 8.50666584153 -6.717e-09 0.72021412885 -0.0266529790411 8.50483450285 337 -0.0003871044166 -0.123885597612 -0.1499678704 0.000324735848787 9e-11 0.00203241068191 0.0539604529286 0.983686256899 0.00339798801917 2.50325297113 8.5059959706 2.23823855791
1 7.9640280343 -6.686e-09 2.36222120145 0.0593841462691 7.96367823169 338 -0.000329950296561 -0.0864869799921 -0.0815035637687 0.000536792032432 2.78e-10 0.00676519096886 0.143101623463 2.82322239617 -0.0082416167348 2.58391176621 7.9634241768 2.23575816307
1 28.4478640075 4.747e-09 3.04949049374 0.0218396590253 28.4498868169 339 0.000788350439291 -0.163270278335 -0.80518222457 0.00259955823371 3.24e-10 -0.0651539276536 -0.0190797301632 3.5378710382 -0.00966645219184 -1.50919246814 28.4494598424 -1.3845250426
1 20.2988540631 4.86e-10 1.05291993003 0.0279253056748 20.6725143455 340 -0.000439401491289 -0.224569308958 -0.962198024612 -7.43777368159e-08 8.6e-11 0.00140694825473 0.0120436831622 1.18062946052 -0.00658602050507 -0.564322222392 20.3577705791 -0.640516458915
1 12.1079840652 1.066e-09 3.76764924229 0.15749881056 12.3506761167 341 5.80556326661e-05 -0.106697991362 -0.243401061806 0.00288009773326 2.92e-10 -0.000998363608387 0.0980025344458 4.07278923415 0.0747238153764 -0.567597835713 11.9112792322 -0.410176214148
